height,weight,collage,born,birth_city,birth_state,year_start,year_end,Year,Age,G,GS,MP,PER,ORB%,DRB%,TRB%,ORB,DRB,TRB,PTS,NBA_Years,SevereInjury,total_years
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",25.0,25.0,785.0,18.9,15.2,26.8,20.8,109.0,178.0,287.0,271.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",25.0,25.0,901.0,21.7,16.9,30.1,23.2,138.0,223.0,361.0,353.0,"(5, 11]",3,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",65.0,29.0,1800.0,17.0,11.4,28.2,19.6,187.0,442.0,629.0,546.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",26.0,26.0,636.0,17.7,10.4,20.1,15.3,57.0,113.0,170.0,255.0,"(5, 11]",3,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",31.0,0.0,310.0,11.2,8.8,24.3,16.6,24.0,67.0,91.0,80.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",14.0,1.0,92.0,9.4,15.3,16.8,16.1,12.0,15.0,27.0,18.0,"(11, 17]",1,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",81.0,36.0,2256.0,17.6,7.9,18.2,13.0,158.0,351.0,509.0,1143.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",64.0,63.0,2172.0,16.9,9.3,18.7,13.8,183.0,343.0,526.0,1076.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",26.0,13.0,626.0,10.6,7.5,19.6,13.5,42.0,108.0,150.0,221.0,"(5, 11]",3,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,8.0,1555.0,21.9,12.2,19.6,15.8,161.0,256.0,417.0,843.0,"(5, 11]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",73.0,7.0,1618.0,18.8,8.9,19.9,14.4,120.0,270.0,390.0,821.0,"(5, 11]",1,"(5, 8]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",60.0,10.0,1243.0,21.6,15.4,27.2,21.2,169.0,288.0,457.0,476.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",81.0,81.0,2619.0,22.6,17.5,27.7,22.3,440.0,631.0,1071.0,1095.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,82.0,2502.0,21.4,18.3,30.1,24.0,437.0,667.0,1104.0,1130.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",81.0,81.0,2666.0,21.2,15.6,34.2,24.5,395.0,803.0,1198.0,1314.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",81.0,81.0,2409.0,20.9,15.1,36.3,25.3,345.0,771.0,1116.0,1105.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",6.0,0.0,45.0,13.3,5.0,10.6,7.7,2.0,4.0,6.0,13.0,"(5, 11]",1,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,82.0,3193.0,17.8,3.0,16.8,9.8,82.0,447.0,529.0,1401.0,"(-1, 5]",1,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",67.0,67.0,2469.0,17.2,2.8,15.2,9.0,61.0,326.0,387.0,945.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",62.0,62.0,2209.0,17.6,2.8,16.4,9.6,56.0,325.0,381.0,771.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,80.0,2779.0,15.2,3.4,13.5,8.5,82.0,341.0,423.0,1038.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",63.0,63.0,2040.0,13.7,2.9,12.6,7.8,53.0,240.0,293.0,588.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",77.0,0.0,2069.0,12.3,2.4,10.8,6.7,44.0,213.0,257.0,604.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",65.0,1.0,1732.0,12.2,3.4,12.4,8.2,52.0,211.0,263.0,457.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",76.0,0.0,1998.0,14.4,3.0,13.1,8.3,51.0,253.0,304.0,574.0,"(11, 17]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,80.0,2799.0,15.5,4.6,15.9,10.4,105.0,388.0,493.0,1376.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",66.0,66.0,2353.0,16.4,3.6,13.9,8.6,74.0,269.0,343.0,1414.0,"(-1, 5]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",31.0,31.0,1032.0,17.9,2.8,16.6,9.8,24.0,148.0,172.0,603.0,"(-1, 5]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",35.0,25.0,1003.0,11.2,3.0,12.3,7.6,26.0,102.0,128.0,443.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",42.0,39.0,1257.0,14.5,6.3,14.7,10.4,69.0,153.0,222.0,558.0,"(5, 11]",3,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",29.0,22.0,785.0,16.6,4.6,14.4,9.3,32.0,95.0,127.0,430.0,"(5, 11]",3,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",46.0,0.0,634.0,11.8,4.9,12.4,8.6,28.0,69.0,97.0,304.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",58.0,35.0,1681.0,18.2,5.5,12.9,9.3,76.0,188.0,264.0,688.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",64.0,62.0,1999.0,16.6,6.0,13.8,9.9,100.0,227.0,327.0,750.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",64.0,64.0,2034.0,17.6,5.6,15.1,10.2,102.0,260.0,362.0,791.0,"(5, 11]",3,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",45.0,4.0,857.0,12.4,7.7,12.7,10.2,55.0,91.0,146.0,226.0,"(11, 17]",1,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",7.0,0.0,36.0,2.8,6.2,18.6,12.5,2.0,6.0,8.0,3.0,"(11, 17]",1,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",75.0,28.0,1477.0,11.1,2.5,14.9,8.6,32.0,190.0,222.0,635.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",54.0,17.0,931.0,10.1,2.4,18.6,10.5,19.0,150.0,169.0,327.0,"(5, 11]",1,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",11.0,1.0,56.0,1.8,2.0,25.9,13.9,1.0,13.0,14.0,17.0,"(5, 11]",2,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",69.0,69.0,2229.0,20.7,10.1,26.4,17.9,208.0,493.0,701.0,1095.0,"(-1, 5]",1,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",65.0,65.0,2297.0,16.7,9.8,27.1,18.3,199.0,521.0,720.0,830.0,"(-1, 5]",3,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",12.0,12.0,364.0,14.9,6.5,24.3,15.1,22.0,78.0,100.0,136.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",32.0,32.0,786.0,13.8,9.8,24.1,17.2,68.0,177.0,245.0,186.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",67.0,67.0,1769.0,17.0,11.4,29.7,20.7,182.0,489.0,671.0,492.0,"(5, 11]",3,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",67.0,65.0,1583.0,15.8,9.9,26.5,18.5,141.0,402.0,543.0,422.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",70.0,66.0,1451.0,15.9,9.5,26.0,18.3,121.0,371.0,492.0,375.0,"(5, 11]",3,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",26.0,21.0,582.0,9.4,10.7,33.9,21.7,56.0,162.0,218.0,79.0,"(5, 11]",3,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",65.0,65.0,1977.0,20.2,10.1,20.4,15.3,177.0,364.0,541.0,977.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",54.0,47.0,1500.0,21.1,13.3,24.7,19.2,170.0,338.0,508.0,612.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",60.0,60.0,2112.0,22.9,10.6,26.1,18.7,192.0,517.0,709.0,1123.0,"(5, 11]",2,"(5, 8]"
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",26.0,19.0,516.0,15.2,11.4,20.3,15.8,53.0,92.0,145.0,225.0,"(5, 11]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",40.0,0.0,419.0,8.4,1.4,6.6,4.1,5.0,26.0,31.0,175.0,"(-1, 5]",2,"(2, 5]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",1.0,0.0,6.0,-6.4,18.9,0.0,9.2,1.0,0.0,1.0,0.0,"(-1, 5]",1,"(2, 5]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",8.0,0.0,50.0,12.4,2.2,2.2,2.2,1.0,1.0,2.0,22.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",72.0,18.0,1474.0,8.7,1.7,9.0,5.3,23.0,113.0,136.0,425.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",75.0,28.0,1249.0,15.1,6.2,17.1,11.7,69.0,189.0,258.0,587.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,5.0,1174.0,9.9,5.1,19.5,12.3,53.0,202.0,255.0,435.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",40.0,3.0,492.0,10.3,3.8,15.2,9.4,17.0,65.0,82.0,194.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",56.0,0.0,823.0,14.8,4.5,22.8,13.5,34.0,167.0,201.0,384.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",38.0,0.0,342.0,5.9,4.9,14.6,9.8,15.0,46.0,61.0,100.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,82.0,2969.0,13.9,5.0,9.5,7.2,134.0,240.0,374.0,1387.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",81.0,81.0,2845.0,16.5,4.4,7.5,6.0,105.0,186.0,291.0,1675.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",82.0,82.0,3048.0,16.5,3.9,8.8,6.3,103.0,226.0,329.0,1933.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",33.0,29.0,763.0,13.0,9.1,29.0,18.9,63.0,196.0,259.0,166.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,55.0,1397.0,12.1,11.5,23.3,17.3,145.0,281.0,426.0,294.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",47.0,35.0,739.0,8.8,6.9,20.0,13.5,45.0,131.0,176.0,79.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",53.0,9.0,495.0,7.7,7.8,25.7,17.0,34.0,119.0,153.0,24.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",6.0,0.0,45.0,2.4,5.0,39.7,21.8,2.0,15.0,17.0,3.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",5.0,0.0,24.0,-1.2,0.0,4.8,2.4,0.0,1.0,1.0,8.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",52.0,0.0,663.0,6.9,8.1,18.4,13.1,49.0,106.0,155.0,217.0,"(-1, 5]",3,"(2, 5]"
"(191, 203]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",57.0,3.0,894.0,11.4,6.5,21.6,13.8,52.0,164.0,216.0,298.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",19.0,0.0,84.0,10.4,8.3,22.8,15.7,6.0,17.0,23.0,28.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",23.0,1.0,264.0,14.7,10.1,21.0,15.6,25.0,53.0,78.0,115.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(17, 23]",29.0,11.0,599.0,4.9,1.6,11.3,6.3,9.0,61.0,70.0,115.0,"(-1, 5]",3,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(23, 29]",11.0,0.0,159.0,7.2,5.3,16.9,11.0,8.0,25.0,33.0,43.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",69.0,37.0,2018.0,14.0,3.3,11.1,7.1,61.0,198.0,259.0,899.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",58.0,47.0,1856.0,12.1,2.3,8.8,5.5,37.0,135.0,172.0,764.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",62.0,18.0,1636.0,13.1,2.1,7.0,4.5,31.0,96.0,127.0,747.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",24.0,1.0,301.0,12.3,3.9,6.0,4.9,10.0,16.0,26.0,125.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,9.0,1426.0,13.9,2.3,9.2,5.7,29.0,111.0,140.0,636.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",74.0,0.0,1806.0,14.8,2.4,9.1,5.8,40.0,155.0,195.0,790.0,"(5, 11]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",68.0,6.0,926.0,10.7,1.2,5.8,3.6,10.0,52.0,62.0,380.0,"(5, 11]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",49.0,7.0,714.0,10.0,1.9,2.9,2.4,12.0,19.0,31.0,271.0,"(5, 11]",1,"(5, 8]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",33.0,8.0,749.0,18.7,10.7,21.4,16.0,73.0,142.0,215.0,384.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",17.0,0.0,127.0,7.6,9.8,26.3,18.0,11.0,29.0,40.0,35.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",34.0,5.0,517.0,17.6,9.0,17.5,13.2,42.0,81.0,123.0,252.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",39.0,0.0,329.0,15.6,10.1,22.1,16.2,29.0,66.0,95.0,143.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",43.0,5.0,527.0,12.2,4.1,21.0,12.5,20.0,102.0,122.0,206.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",46.0,29.0,1427.0,13.6,6.5,18.7,12.5,84.0,236.0,320.0,539.0,"(-1, 5]",1,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",65.0,4.0,1362.0,13.3,7.3,17.0,12.0,92.0,203.0,295.0,434.0,"(-1, 5]",1,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",51.0,0.0,882.0,8.3,6.2,13.0,9.6,50.0,103.0,153.0,208.0,"(-1, 5]",2,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",62.0,11.0,963.0,8.4,3.7,14.5,9.2,31.0,124.0,155.0,253.0,"(-1, 5]",1,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",64.0,9.0,1298.0,11.0,2.9,11.8,7.3,33.0,135.0,168.0,393.0,"(-1, 5]",1,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,11.0,1432.0,11.1,3.7,14.5,9.0,51.0,185.0,236.0,482.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",72.0,5.0,1341.0,10.2,3.1,16.1,9.3,39.0,190.0,229.0,383.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",65.0,9.0,1477.0,11.1,4.0,14.5,9.3,51.0,188.0,239.0,461.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",67.0,10.0,1392.0,8.6,3.3,12.6,8.1,38.0,152.0,190.0,435.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",7.0,0.0,31.0,-4.8,7.2,3.8,5.5,2.0,1.0,3.0,2.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",52.0,0.0,533.0,10.3,5.3,13.0,9.2,25.0,62.0,87.0,194.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",41.0,2.0,535.0,11.2,5.5,9.7,7.6,27.0,47.0,74.0,231.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",57.0,13.0,1114.0,11.1,2.6,11.5,6.9,27.0,115.0,142.0,505.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",15.0,0.0,214.0,18.7,3.5,10.3,6.9,7.0,21.0,28.0,110.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",5.0,0.0,30.0,3.8,7.6,23.5,15.4,2.0,6.0,8.0,3.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",6.0,1.0,68.0,22.8,11.4,24.3,17.7,7.0,14.0,21.0,27.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",8.0,0.0,28.0,5.8,7.6,16.0,11.7,2.0,4.0,6.0,4.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",47.0,0.0,542.0,16.7,15.4,14.8,15.1,76.0,69.0,145.0,174.0,"(-1, 5]",2,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",12.0,2.0,187.0,6.7,6.1,14.4,10.1,11.0,24.0,35.0,36.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",16.0,0.0,141.0,8.8,10.4,15.5,13.1,12.0,20.0,32.0,43.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",53.0,4.0,491.0,9.7,13.6,19.4,16.6,57.0,88.0,145.0,161.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",70.0,17.0,1122.0,15.9,11.2,20.7,16.1,109.0,209.0,318.0,461.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",81.0,1.0,1233.0,17.8,11.9,22.5,17.0,140.0,244.0,384.0,514.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(29, 35]",75.0,2.0,1163.0,13.1,10.0,21.6,15.6,111.0,222.0,333.0,365.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,75.0,2221.0,10.9,3.1,9.9,6.5,59.0,193.0,252.0,724.0,"(-1, 5]",1,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",69.0,69.0,2324.0,13.6,2.3,9.9,6.2,45.0,206.0,251.0,867.0,"(-1, 5]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",62.0,62.0,2086.0,14.7,2.3,8.5,5.5,40.0,157.0,197.0,943.0,"(-1, 5]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",64.0,64.0,2307.0,13.0,1.4,10.3,5.8,29.0,210.0,239.0,1057.0,"(-1, 5]",3,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",73.0,73.0,2552.0,16.0,1.4,10.2,5.8,32.0,230.0,262.0,1330.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",25.0,19.0,752.0,8.2,0.9,8.5,4.8,6.0,61.0,67.0,264.0,"(5, 11]",3,"(8, 11]"
