height,weight,college,born,birth_city,birth_state,year_start,year_end,Year,Age,G,GS,MP,PER,ORB%,DRB%,TRB%,ORB,DRB,TRB,PTS,NBA_Years,SevereInjury
198,99,*,1993,*,*,*,*,2017,24,22.0,0.0,163.0,8.4,5.4,20.9,12.8,8.0,28.0,36.0,48.0,0,1
213,124,*,1986,*,*,*,*,2010,23,56.0,2.0,865.0,14.0,1.5,9.7,5.6,12.0,76.0,88.0,410.0,0,1
213,124,*,1986,*,*,*,*,2011,24,50.0,0.0,795.0,10.7,2.3,7.8,5.0,16.0,56.0,72.0,323.0,1,1
213,124,*,1986,*,*,*,*,2012,25,44.0,1.0,568.0,11.5,2.6,9.4,6.0,13.0,48.0,61.0,172.0,2,2
213,124,*,1986,*,*,*,*,2013,26,57.0,22.0,1278.0,12.4,1.7,8.2,4.9,20.0,94.0,114.0,441.0,3,3
213,124,*,1986,*,*,*,*,2014,27,28.0,0.0,99.0,9.7,1.1,10.2,5.5,1.0,9.0,10.0,44.0,4,1
213,124,*,1986,*,*,*,*,2015,28,26.0,0.0,324.0,12.0,2.1,8.9,5.6,6.0,26.0,32.0,133.0,5,1
183,73,*,1985,*,*,*,*,2010,25,82.0,82.0,2919.0,16.0,2.0,6.6,4.2,54.0,161.0,215.0,1604.0,2,1
183,73,*,1985,*,*,*,*,2011,26,59.0,12.0,1284.0,13.1,1.8,5.2,3.5,20.0,58.0,78.0,634.0,3,1
183,73,*,1985,*,*,*,*,2013,28,46.0,20.0,959.0,12.1,1.4,8.1,4.7,12.0,66.0,78.0,366.0,5,2
183,73,*,1985,*,*,*,*,2014,29,43.0,0.0,716.0,11.9,3.8,5.7,4.8,23.0,39.0,62.0,299.0,6,2
183,73,*,1985,*,*,*,*,2015,30,82.0,21.0,1885.0,14.4,1.9,7.5,4.8,32.0,134.0,166.0,954.0,7,1
183,73,*,1985,*,*,*,*,2016,31,69.0,0.0,1108.0,11.8,2.0,7.5,4.8,21.0,80.0,101.0,491.0,8,2
183,73,*,1985,*,*,*,*,2017,32,65.0,0.0,894.0,9.5,2.3,6.3,4.3,18.0,51.0,69.0,322.0,9,2
206,99,*,1995,*,*,*,*,2015,19,47.0,8.0,797.0,11.4,6.4,17.8,12.0,46.0,123.0,169.0,243.0,0,2
206,99,*,1995,*,*,*,*,2016,20,78.0,37.0,1863.0,17.0,9.0,21.3,15.1,154.0,353.0,507.0,719.0,1,2
206,99,*,1995,*,*,*,*,2017,21,80.0,72.0,2298.0,14.4,5.3,14.1,9.6,116.0,289.0,405.0,1019.0,2,2
213,122,*,1984,*,*,*,*,2010,25,32.0,0.0,311.0,16.6,16.7,23.1,19.8,45.0,61.0,106.0,104.0,2,1
213,122,*,1984,*,*,*,*,2011,26,41.0,6.0,531.0,11.0,13.4,25.8,19.6,59.0,112.0,171.0,129.0,3,1
213,122,*,1984,*,*,*,*,2012,27,49.0,40.0,813.0,11.1,12.1,28.3,20.3,83.0,198.0,281.0,191.0,4,1
213,122,*,1984,*,*,*,*,2013,28,42.0,16.0,513.0,9.0,10.9,20.0,15.4,48.0,85.0,133.0,119.0,5,2
213,122,*,1984,*,*,*,*,2014,29,33.0,6.0,335.0,7.9,13.0,21.8,17.4,39.0,64.0,103.0,60.0,6,2
198,95,*,1994,*,*,*,*,2016,21,21.0,0.0,93.0,4.3,4.7,13.1,8.8,4.0,11.0,15.0,18.0,0,1
198,95,*,1994,*,*,*,*,2017,22,5.0,0.0,17.0,-2.2,0.0,19.5,9.7,0.0,3.0,3.0,1.0,1,1
190,88,*,1985,*,*,*,*,2010,25,26.0,1.0,234.0,16.0,1.4,6.6,4.1,3.0,14.0,17.0,113.0,2,1
190,88,*,1985,*,*,*,*,2011,26,40.0,0.0,632.0,11.3,1.6,7.9,4.7,9.0,43.0,52.0,203.0,3,3
203,92,*,1984,*,*,*,*,2010,25,31.0,0.0,241.0,7.4,4.7,10.1,7.4,10.0,22.0,32.0,74.0,3,1
201,90,*,1993,*,*,*,*,2014,20,6.0,1.0,37.0,7.3,0.0,9.2,4.6,0.0,3.0,3.0,14.0,0,1
208,107,*,1991,*,*,*,*,2015,23,32.0,22.0,739.0,7.7,7.2,18.2,12.5,48.0,114.0,162.0,213.0,0,1
208,107,*,1991,*,*,*,*,2016,24,52.0,2.0,486.0,5.6,4.8,21.5,13.3,20.0,91.0,111.0,132.0,1,1
208,107,*,1991,*,*,*,*,2017,25,18.0,0.0,135.0,14.4,7.7,21.0,14.3,9.0,24.0,33.0,63.0,2,2
206,104,*,1980,*,*,*,*,2010,29,72.0,15.0,2195.0,16.8,4.5,16.7,10.5,88.0,317.0,405.0,1276.0,11,1
206,104,*,1980,*,*,*,*,2011,30,73.0,3.0,1665.0,12.3,5.4,17.2,11.5,76.0,256.0,332.0,765.0,12,2
206,104,*,1980,*,*,*,*,2012,31,64.0,1.0,1761.0,15.3,4.9,20.4,12.9,72.0,318.0,390.0,910.0,13,2
206,104,*,1980,*,*,*,*,2013,32,10.0,0.0,119.0,10.3,5.7,19.9,12.8,6.0,21.0,27.0,51.0,14,2
206,104,*,1980,*,*,*,*,2014,33,34.0,0.0,511.0,9.7,3.3,15.0,9.1,15.0,65.0,80.0,225.0,15,3
208,111,*,1986,*,*,*,*,2010,23,81.0,81.0,2845.0,19.4,9.6,23.3,16.4,236.0,563.0,799.0,1148.0,2,1
208,111,*,1986,*,*,*,*,2011,24,77.0,77.0,2704.0,20.7,8.2,23.7,16.0,182.0,536.0,718.0,1178.0,3,1
208,111,*,1986,*,*,*,*,2012,25,11.0,11.0,348.0,19.0,8.8,17.1,13.0,26.0,51.0,77.0,136.0,4,3
208,111,*,1986,*,*,*,*,2013,26,74.0,74.0,2756.0,19.8,8.2,23.0,15.7,195.0,562.0,757.0,1289.0,5,2
208,111,*,1986,*,*,*,*,2014,27,29.0,29.0,958.0,22.0,8.0,21.4,14.8,66.0,178.0,244.0,538.0,6,3
208,111,*,1986,*,*,*,*,2015,28,76.0,76.0,2318.0,21.4,6.7,19.8,13.4,131.0,413.0,544.0,1156.0,7,2
208,111,*,1986,*,*,*,*,2016,29,82.0,82.0,2631.0,19.4,6.3,18.2,12.4,148.0,448.0,596.0,1249.0,8,1
208,111,*,1986,*,*,*,*,2017,30,68.0,68.0,2193.0,17.7,4.9,18.6,11.8,95.0,369.0,464.0,952.0,9,2
208,131,*,1985,*,*,*,*,2010,25,76.0,76.0,2463.0,19.0,8.0,24.2,16.0,180.0,523.0,703.0,1301.0,5,1
208,131,*,1985,*,*,*,*,2011,26,82.0,82.0,2940.0,20.1,9.6,23.2,16.3,235.0,559.0,794.0,1528.0,6,1
208,131,*,1985,*,*,*,*,2012,27,61.0,61.0,2075.0,22.8,7.3,25.3,16.2,133.0,452.0,585.0,1170.0,7,2
208,131,*,1985,*,*,*,*,2013,28,78.0,78.0,2578.0,20.9,7.0,25.9,16.3,156.0,564.0,720.0,1391.0,8,2
208,131,*,1985,*,*,*,*,2014,29,73.0,73.0,2553.0,22.7,6.9,28.3,17.5,156.0,636.0,792.0,1594.0,9,1
208,131,*,1985,*,*,*,*,2015,30,65.0,61.0,1992.0,19.7,5.3,25.5,15.1,99.0,449.0,548.0,1082.0,10,1
208,131,*,1985,*,*,*,*,2016,31,47.0,18.0,1096.0,18.2,5.6,24.6,15.0,57.0,244.0,301.0,562.0,11,1
208,131,*,1985,*,*,*,*,2017,32,66.0,1.0,931.0,18.9,9.2,24.2,16.8,75.0,203.0,278.0,535.0,12,3
203,99,*,1983,*,*,*,*,2010,26,75.0,46.0,2079.0,11.8,6.4,10.0,8.2,116.0,178.0,294.0,804.0,2,1
203,99,*,1983,*,*,*,*,2011,27,49.0,23.0,1069.0,11.8,4.7,12.2,8.3,46.0,110.0,156.0,393.0,3,2
206,99,*,1990,*,*,*,*,2011,20,81.0,14.0,1452.0,9.6,6.1,15.4,10.8,75.0,192.0,267.0,457.0,0,1
206,99,*,1990,*,*,*,*,2012,21,66.0,21.0,1477.0,10.6,7.8,16.9,12.4,95.0,213.0,308.0,399.0,1,1
206,99,*,1990,*,*,*,*,2013,22,76.0,71.0,2066.0,13.7,7.9,26.2,16.9,139.0,446.0,585.0,555.0,2,1
206,99,*,1990,*,*,*,*,2014,23,80.0,65.0,2045.0,13.2,7.2,21.2,14.1,129.0,367.0,496.0,572.0,3,1
206,99,*,1990,*,*,*,*,2015,24,74.0,3.0,1366.0,14.4,9.1,18.4,13.7,114.0,228.0,342.0,412.0,4,1
206,99,*,1990,*,*,*,*,2016,25,82.0,82.0,2341.0,12.7,4.5,18.6,11.5,98.0,401.0,499.0,839.0,5,1
206,99,*,1990,*,*,*,*,2017,26,61.0,25.0,1773.0,11.3,4.8,23.5,14.1,77.0,374.0,451.0,532.0,6,2
198,99,*,1982,*,*,*,*,2012,29,17.0,12.0,461.0,8.7,2.1,6.5,4.3,8.0,26.0,34.0,163.0,6,1
198,99,*,1982,*,*,*,*,2013,30,65.0,2.0,1495.0,12.6,2.7,9.2,5.9,34.0,114.0,148.0,693.0,7,1
198,99,*,1982,*,*,*,*,2014,31,78.0,26.0,1773.0,9.5,2.7,9.1,5.9,40.0,135.0,175.0,564.0,8,1
198,99,*,1982,*,*,*,*,2015,32,74.0,19.0,1744.0,10.6,2.0,11.1,6.6,31.0,173.0,204.0,545.0,9,1
198,99,*,1982,*,*,*,*,2016,33,13.0,0.0,192.0,9.2,0.6,15.5,7.9,1.0,26.0,27.0,65.0,10,2
198,99,*,1982,*,*,*,*,2017,34,30.0,0.0,308.0,5.0,1.1,7.4,4.4,3.0,21.0,24.0,86.0,11,2
198,97,*,1991,*,*,*,*,2012,20,59.0,0.0,939.0,14.0,6.9,9.3,8.1,57.0,75.0,132.0,425.0,0,1
198,97,*,1991,*,*,*,*,2013,21,64.0,0.0,1137.0,11.5,3.8,11.2,7.5,37.0,108.0,145.0,451.0,1,2
198,97,*,1991,*,*,*,*,2014,22,78.0,12.0,2193.0,15.8,3.0,10.7,6.8,59.0,198.0,257.0,1089.0,2,1
198,97,*,1991,*,*,*,*,2015,23,27.0,27.0,899.0,13.0,2.5,12.1,7.3,19.0,95.0,114.0,374.0,3,3
198,97,*,1991,*,*,*,*,2016,24,31.0,3.0,797.0,14.3,2.4,13.6,8.0,16.0,93.0,109.0,412.0,4,3
198,97,*,1991,*,*,*,*,2017,25,42.0,0.0,653.0,11.6,3.1,17.7,10.6,17.0,103.0,120.0,283.0,5,2
198,86,*,1993,*,*,*,*,2017,23,68.0,6.0,1055.0,10.1,1.9,7.1,4.5,18.0,68.0,86.0,406.0,0,2
213,111,*,1991,*,*,*,*,2015,23,5.0,0.0,14.0,8.5,8.3,0.0,4.1,1.0,0.0,1.0,4.0,0,1
216,117,*,1993,*,*,*,*,2014,20,42.0,3.0,362.0,7.3,12.1,18.6,15.3,39.0,60.0,99.0,86.0,0,1
216,117,*,1993,*,*,*,*,2015,21,69.0,44.0,1518.0,13.5,10.2,22.7,16.4,142.0,312.0,454.0,432.0,1,1
216,117,*,1993,*,*,*,*,2016,22,78.0,46.0,1821.0,12.4,10.4,25.4,17.7,178.0,416.0,594.0,703.0,2,1
216,117,*,1993,*,*,*,*,2017,23,77.0,34.0,1560.0,15.0,10.6,25.3,17.8,156.0,354.0,510.0,613.0,3,1
201,107,*,1993,*,*,*,*,2017,23,6.0,1.0,157.0,13.2,7.7,12.7,10.2,11.0,18.0,29.0,64.0,0,1
208,122,*,1987,*,*,*,*,2016,28,8.0,0.0,73.0,14.8,28.5,14.5,21.8,19.0,9.0,28.0,22.0,0,1
198,86,*,1988,*,*,*,*,2013,24,77.0,16.0,1840.0,11.0,2.5,8.6,5.4,41.0,134.0,175.0,665.0,0,2
198,86,*,1988,*,*,*,*,2014,25,63.0,0.0,664.0,10.2,3.4,10.1,6.6,21.0,60.0,81.0,250.0,1,1
198,86,*,1988,*,*,*,*,2015,26,17.0,0.0,285.0,20.0,2.9,5.6,4.2,8.0,14.0,22.0,169.0,2,3
218,112,*,1988,*,*,*,*,2010,21,6.0,0.0,30.0,6.3,4.1,11.8,8.0,1.0,3.0,4.0,10.0,1,1
218,112,*,1988,*,*,*,*,2011,22,34.0,2.0,340.0,12.2,5.9,21.5,13.6,17.0,61.0,78.0,143.0,2,1
218,112,*,1988,*,*,*,*,2014,25,56.0,30.0,951.0,14.6,11.3,22.7,16.9,94.0,183.0,277.0,328.0,5,1
218,112,*,1988,*,*,*,*,2015,26,68.0,8.0,957.0,19.9,12.4,25.0,18.7,104.0,211.0,315.0,443.0,6,1
218,112,*,1988,*,*,*,*,2016,27,59.0,17.0,861.0,13.8,9.3,25.9,17.3,75.0,194.0,269.0,352.0,7,1
218,112,*,1988,*,*,*,*,2017,28,39.0,15.0,584.0,12.9,8.3,23.8,16.0,46.0,131.0,177.0,207.0,8,1
198,95,*,1992,*,*,*,*,2014,21,15.0,0.0,100.0,7.7,1.1,8.5,4.8,1.0,8.0,9.0,33.0,0,1
198,95,*,1992,*,*,*,*,2015,22,51.0,9.0,683.0,8.7,1.1,10.1,5.7,7.0,66.0,73.0,168.0,1,2
198,95,*,1992,*,*,*,*,2016,23,81.0,8.0,2105.0,12.2,1.4,9.7,5.6,27.0,189.0,216.0,832.0,2,2
198,95,*,1992,*,*,*,*,2017,24,79.0,7.0,2254.0,11.6,0.9,10.2,5.5,19.0,206.0,225.0,845.0,3,2
198,102,*,1987,*,*,*,*,2010,22,11.0,2.0,182.0,16.2,9.3,11.6,10.4,15.0,18.0,33.0,81.0,0,1
198,102,*,1987,*,*,*,*,2011,23,56.0,34.0,1118.0,10.8,6.2,12.7,9.3,62.0,120.0,182.0,331.0,1,1
198,102,*,1987,*,*,*,*,2012,24,63.0,31.0,1827.0,13.2,6.1,14.3,10.0,101.0,221.0,322.0,665.0,2,2
198,102,*,1987,*,*,*,*,2013,25,82.0,82.0,2541.0,10.5,3.3,11.7,7.3,75.0,245.0,320.0,842.0,3,1
198,102,*,1987,*,*,*,*,2014,26,65.0,24.0,1020.0,8.6,3.8,12.8,8.2,35.0,114.0,149.0,258.0,4,1
198,102,*,1987,*,*,*,*,2015,27,15.0,2.0,151.0,9.7,5.8,11.1,8.5,8.0,16.0,24.0,51.0,5,2
198,102,*,1987,*,*,*,*,2016,28,73.0,38.0,1632.0,8.4,3.9,13.0,8.3,60.0,185.0,245.0,325.0,6,3
198,102,*,1987,*,*,*,*,2017,29,13.0,0.0,89.0,3.1,5.0,13.5,9.3,4.0,11.0,15.0,11.0,7,1
208,111,*,1982,*,*,*,*,2010,27,82.0,82.0,2838.0,22.6,9.7,18.9,14.5,230.0,502.0,732.0,1896.0,7,1
208,111,*,1982,*,*,*,*,2011,28,78.0,78.0,2870.0,22.7,7.8,17.6,12.7,198.0,438.0,636.0,1971.0,8,1
208,111,*,1982,*,*,*,*,2012,29,47.0,47.0,1543.0,17.7,7.9,19.8,13.7,106.0,261.0,367.0,823.0,9,2
208,111,*,1982,*,*,*,*,2013,30,29.0,0.0,682.0,22.1,10.0,15.1,12.4,60.0,85.0,145.0,413.0,10,2
208,111,*,1982,*,*,*,*,2014,31,65.0,21.0,1466.0,18.8,8.7,17.2,12.8,112.0,208.0,320.0,772.0,11,2
208,111,*,1982,*,*,*,*,2015,32,36.0,14.0,865.0,19.5,10.8,22.3,16.4,83.0,162.0,245.0,432.0,12,2
208,111,*,1982,*,*,*,*,2016,33,52.0,36.0,762.0,17.3,10.0,22.6,16.5,65.0,157.0,222.0,300.0,13,2
206,108,*,1987,*,*,*,*,2010,22,82.0,5.0,1453.0,16.7,12.9,19.1,16.1,154.0,241.0,395.0,511.0,4,1
206,108,*,1987,*,*,*,*,2011,23,72.0,54.0,1853.0,17.6,11.8,17.8,14.7,189.0,272.0,461.0,688.0,5,2
206,108,*,1987,*,*,*,*,2012,24,64.0,43.0,1553.0,14.4,11.4,19.4,15.4,149.0,259.0,408.0,452.0,6,2
206,108,*,1987,*,*,*,*,2013,25,81.0,38.0,2325.0,17.3,11.4,20.0,15.6,227.0,384.0,611.0,813.0,7,1
206,108,*,1987,*,*,*,*,2014,26,77.0,72.0,2214.0,15.4,9.0,17.6,13.3,172.0,333.0,505.0,799.0,8,1
206,108,*,1987,*,*,*,*,2015,27,75.0,72.0,1979.0,15.4,9.3,17.3,13.3,159.0,297.0,456.0,694.0,9,2
206,108,*,1987,*,*,*,*,2016,28,79.0,76.0,1800.0,16.0,10.3,19.6,14.9,178.0,327.0,505.0,577.0,10,1
206,108,*,1987,*,*,*,*,2017,29,80.0,77.0,1608.0,15.0,8.2,17.0,12.6,117.0,248.0,365.0,520.0,11,3
208,123,*,1982,*,*,*,*,2010,27,76.0,7.0,2166.0,15.8,10.9,20.4,15.9,189.0,389.0,578.0,651.0,5,1
208,123,*,1982,*,*,*,*,2011,28,31.0,31.0,994.0,15.2,11.0,24.1,17.4,98.0,203.0,301.0,282.0,6,3
208,123,*,1982,*,*,*,*,2012,29,25.0,25.0,785.0,18.9,15.2,26.8,20.8,109.0,178.0,287.0,271.0,7,2
208,123,*,1982,*,*,*,*,2013,30,25.0,25.0,901.0,21.7,16.9,30.1,23.2,138.0,223.0,361.0,353.0,8,3
208,123,*,1982,*,*,*,*,2014,31,65.0,29.0,1800.0,17.0,11.4,28.2,19.6,187.0,442.0,629.0,546.0,9,2
208,123,*,1982,*,*,*,*,2015,32,26.0,26.0,636.0,17.7,10.4,20.1,15.3,57.0,113.0,170.0,255.0,10,3
208,123,*,1982,*,*,*,*,2016,33,31.0,0.0,310.0,11.2,8.8,24.3,16.6,24.0,67.0,91.0,80.0,11,2
208,123,*,1982,*,*,*,*,2017,34,14.0,1.0,92.0,9.4,15.3,16.8,16.1,12.0,15.0,27.0,18.0,12,1
211,106,*,1986,*,*,*,*,2010,23,81.0,36.0,2256.0,17.6,7.9,18.2,13.0,158.0,351.0,509.0,1143.0,4,1
211,106,*,1986,*,*,*,*,2011,24,64.0,63.0,2172.0,16.9,9.3,18.7,13.8,183.0,343.0,526.0,1076.0,5,2
211,106,*,1986,*,*,*,*,2012,25,26.0,13.0,626.0,10.6,7.5,19.6,13.5,42.0,108.0,150.0,221.0,6,3
211,106,*,1986,*,*,*,*,2013,26,82.0,8.0,1555.0,21.9,12.2,19.6,15.8,161.0,256.0,417.0,843.0,7,1
211,106,*,1986,*,*,*,*,2014,27,73.0,7.0,1618.0,18.8,8.9,19.9,14.4,120.0,270.0,390.0,821.0,8,1
196,97,*,1991,*,*,*,*,2015,23,4.0,0.0,22.0,-5.0,0.0,10.7,5.5,0.0,2.0,2.0,3.0,0,1
211,126,*,1993,*,*,*,*,2013,19,60.0,10.0,1243.0,21.6,15.4,27.2,21.2,169.0,288.0,457.0,476.0,0,1
211,126,*,1993,*,*,*,*,2014,20,81.0,81.0,2619.0,22.6,17.5,27.7,22.3,440.0,631.0,1071.0,1095.0,1,2
211,126,*,1993,*,*,*,*,2015,21,82.0,82.0,2502.0,21.4,18.3,30.1,24.0,437.0,667.0,1104.0,1130.0,2,1
211,126,*,1993,*,*,*,*,2016,22,81.0,81.0,2666.0,21.2,15.6,34.2,24.5,395.0,803.0,1198.0,1314.0,3,2
211,126,*,1993,*,*,*,*,2017,23,81.0,81.0,2409.0,20.9,15.1,36.3,25.3,345.0,771.0,1116.0,1105.0,4,1
196,104,*,1982,*,*,*,*,2012,29,6.0,0.0,45.0,13.3,5.0,10.6,7.7,2.0,4.0,6.0,13.0,7,1
198,97,*,1984,*,*,*,*,2010,26,82.0,82.0,3193.0,17.8,3.0,16.8,9.8,82.0,447.0,529.0,1401.0,5,1
198,97,*,1984,*,*,*,*,2011,27,67.0,67.0,2469.0,17.2,2.8,15.2,9.0,61.0,326.0,387.0,945.0,6,2
198,97,*,1984,*,*,*,*,2012,28,62.0,62.0,2209.0,17.6,2.8,16.4,9.6,56.0,325.0,381.0,771.0,7,2
198,97,*,1984,*,*,*,*,2013,29,80.0,80.0,2779.0,15.2,3.4,13.5,8.5,82.0,341.0,423.0,1038.0,8,2
198,97,*,1984,*,*,*,*,2014,30,63.0,63.0,2040.0,13.7,2.9,12.6,7.8,53.0,240.0,293.0,588.0,9,2
198,97,*,1984,*,*,*,*,2015,31,77.0,0.0,2069.0,12.3,2.4,10.8,6.7,44.0,213.0,257.0,604.0,10,2
198,97,*,1984,*,*,*,*,2016,32,65.0,1.0,1732.0,12.2,3.4,12.4,8.2,52.0,211.0,263.0,457.0,11,2
198,97,*,1984,*,*,*,*,2017,33,76.0,0.0,1998.0,14.4,3.0,13.1,8.3,51.0,253.0,304.0,574.0,12,2
213,111,*,1985,*,*,*,*,2010,24,80.0,80.0,2799.0,15.5,4.6,15.9,10.4,105.0,388.0,493.0,1376.0,3,1
213,111,*,1985,*,*,*,*,2011,25,66.0,66.0,2353.0,16.4,3.6,13.9,8.6,74.0,269.0,343.0,1414.0,4,2
213,111,*,1985,*,*,*,*,2012,26,31.0,31.0,1032.0,17.9,2.8,16.6,9.8,24.0,148.0,172.0,603.0,5,2
213,111,*,1985,*,*,*,*,2013,27,35.0,25.0,1003.0,11.2,3.0,12.3,7.6,26.0,102.0,128.0,443.0,6,2
213,111,*,1985,*,*,*,*,2014,28,42.0,39.0,1257.0,14.5,6.3,14.7,10.4,69.0,153.0,222.0,558.0,7,3
213,111,*,1985,*,*,*,*,2015,29,29.0,22.0,785.0,16.6,4.6,14.4,9.3,32.0,95.0,127.0,430.0,8,3
213,111,*,1985,*,*,*,*,2016,30,46.0,0.0,634.0,11.8,4.9,12.4,8.6,28.0,69.0,97.0,304.0,9,1
206,99,*,1981,*,*,*,*,2010,28,58.0,35.0,1681.0,18.2,5.5,12.9,9.3,76.0,188.0,264.0,688.0,8,1
206,99,*,1981,*,*,*,*,2011,29,64.0,62.0,1999.0,16.6,6.0,13.8,9.9,100.0,227.0,327.0,750.0,9,2
206,99,*,1981,*,*,*,*,2013,31,64.0,64.0,2034.0,17.6,5.6,15.1,10.2,102.0,260.0,362.0,791.0,11,3
206,99,*,1981,*,*,*,*,2014,32,45.0,4.0,857.0,12.4,7.7,12.7,10.2,55.0,91.0,146.0,226.0,12,1
206,99,*,1981,*,*,*,*,2015,33,7.0,0.0,36.0,2.8,6.2,18.6,12.5,2.0,6.0,8.0,3.0,13,1
201,102,*,1979,*,*,*,*,2010,30,75.0,28.0,1477.0,11.1,2.5,14.9,8.6,32.0,190.0,222.0,635.0,5,1
201,102,*,1979,*,*,*,*,2011,31,54.0,17.0,931.0,10.1,2.4,18.6,10.5,19.0,150.0,169.0,327.0,6,1
201,102,*,1979,*,*,*,*,2012,32,11.0,1.0,56.0,1.8,2.0,25.9,13.9,1.0,13.0,14.0,17.0,7,2
213,117,*,1984,*,*,*,*,2010,25,69.0,69.0,2229.0,20.7,10.1,26.4,17.9,208.0,493.0,701.0,1095.0,4,1
213,117,*,1984,*,*,*,*,2011,26,65.0,65.0,2297.0,16.7,9.8,27.1,18.3,199.0,521.0,720.0,830.0,5,3
213,117,*,1984,*,*,*,*,2012,27,12.0,12.0,364.0,14.9,6.5,24.3,15.1,22.0,78.0,100.0,136.0,6,2
213,117,*,1984,*,*,*,*,2013,28,32.0,32.0,786.0,13.8,9.8,24.1,17.2,68.0,177.0,245.0,186.0,7,2
213,117,*,1984,*,*,*,*,2014,29,67.0,67.0,1769.0,17.0,11.4,29.7,20.7,182.0,489.0,671.0,492.0,8,3
213,117,*,1984,*,*,*,*,2015,30,67.0,65.0,1583.0,15.8,9.9,26.5,18.5,141.0,402.0,543.0,422.0,9,2
213,117,*,1984,*,*,*,*,2016,31,70.0,66.0,1451.0,15.9,9.5,26.0,18.3,121.0,371.0,492.0,375.0,10,3
213,117,*,1984,*,*,*,*,2017,32,26.0,21.0,582.0,9.4,10.7,33.9,21.7,56.0,162.0,218.0,79.0,11,3
213,129,*,1987,*,*,*,*,2010,22,65.0,65.0,1977.0,20.2,10.1,20.4,15.3,177.0,364.0,541.0,977.0,4,1
213,129,*,1987,*,*,*,*,2011,23,54.0,47.0,1500.0,21.1,13.3,24.7,19.2,170.0,338.0,508.0,612.0,5,2
213,129,*,1987,*,*,*,*,2012,24,60.0,60.0,2112.0,22.9,10.6,26.1,18.7,192.0,517.0,709.0,1123.0,6,2
213,129,*,1987,*,*,*,*,2014,26,26.0,19.0,516.0,15.2,11.4,20.3,15.8,53.0,92.0,145.0,225.0,8,1
190,90,*,1988,*,*,*,*,2012,23,40.0,0.0,419.0,8.4,1.4,6.6,4.1,5.0,26.0,31.0,175.0,0,2
190,90,*,1988,*,*,*,*,2013,24,1.0,0.0,6.0,-6.4,18.9,0.0,9.2,1.0,0.0,1.0,0.0,1,1
190,90,*,1988,*,*,*,*,2016,27,8.0,0.0,50.0,12.4,2.2,2.2,2.2,1.0,1.0,2.0,22.0,4,1
198,96,*,1994,*,*,*,*,2017,22,72.0,18.0,1474.0,8.7,1.7,9.0,5.3,23.0,113.0,136.0,425.0,0,1
206,113,*,1989,*,*,*,*,2013,23,75.0,28.0,1249.0,15.1,6.2,17.1,11.7,69.0,189.0,258.0,587.0,0,2
206,113,*,1989,*,*,*,*,2014,24,76.0,5.0,1174.0,9.9,5.1,19.5,12.3,53.0,202.0,255.0,435.0,1,1
206,113,*,1989,*,*,*,*,2015,25,40.0,3.0,492.0,10.3,3.8,15.2,9.4,17.0,65.0,82.0,194.0,2,1
206,113,*,1989,*,*,*,*,2016,26,56.0,0.0,823.0,14.8,4.5,22.8,13.5,34.0,167.0,201.0,384.0,3,1
206,113,*,1989,*,*,*,*,2017,27,38.0,0.0,342.0,5.9,4.9,14.6,9.8,15.0,46.0,61.0,100.0,4,1
203,90,*,1995,*,*,*,*,2015,19,82.0,82.0,2969.0,13.9,5.0,9.5,7.2,134.0,240.0,374.0,1387.0,0,1
203,90,*,1995,*,*,*,*,2016,20,81.0,81.0,2845.0,16.5,4.4,7.5,6.0,105.0,186.0,291.0,1675.0,1,2
203,90,*,1995,*,*,*,*,2017,21,82.0,82.0,3048.0,16.5,3.9,8.8,6.3,103.0,226.0,329.0,1933.0,2,1
211,108,*,1986,*,*,*,*,2010,23,33.0,29.0,763.0,13.0,9.1,29.0,18.9,63.0,196.0,259.0,166.0,5,1
211,108,*,1986,*,*,*,*,2011,24,59.0,55.0,1397.0,12.1,11.5,23.3,17.3,145.0,281.0,426.0,294.0,6,1
211,108,*,1986,*,*,*,*,2012,25,47.0,35.0,739.0,8.8,6.9,20.0,13.5,45.0,131.0,176.0,79.0,7,2
211,108,*,1986,*,*,*,*,2013,26,53.0,9.0,495.0,7.7,7.8,25.7,17.0,34.0,119.0,153.0,24.0,8,2
211,108,*,1986,*,*,*,*,2014,27,6.0,0.0,45.0,2.4,5.0,39.7,21.8,2.0,15.0,17.0,3.0,9,2
193,86,*,1986,*,*,*,*,2011,24,5.0,0.0,24.0,-1.2,0.0,4.8,2.4,0.0,1.0,1.0,8.0,0,2
203,111,*,1993,*,*,*,*,2014,20,52.0,0.0,663.0,6.9,8.1,18.4,13.1,49.0,106.0,155.0,217.0,0,3
203,111,*,1993,*,*,*,*,2015,21,57.0,3.0,894.0,11.4,6.5,21.6,13.8,52.0,164.0,216.0,298.0,1,2
203,111,*,1993,*,*,*,*,2016,22,19.0,0.0,84.0,10.4,8.3,22.8,15.7,6.0,17.0,23.0,28.0,2,2
203,111,*,1993,*,*,*,*,2017,23,23.0,1.0,264.0,14.7,10.1,21.0,15.6,25.0,53.0,78.0,115.0,3,1
206,111,*,1981,*,*,*,*,2016,23,29.0,11.0,599.0,4.9,1.6,11.3,6.3,9.0,61.0,70.0,115.0,0,3
206,111,*,1981,*,*,*,*,2017,24,11.0,0.0,159.0,7.2,5.3,16.9,11.0,8.0,25.0,33.0,43.0,1,1
