height,weight,college,born,birth_city,birth_state,year_start,year_end,Year,Age,G,GS,MP,PER,ORB%,DRB%,TRB%,ORB,DRB,TRB,PTS,NBA_Years,SevereInjury
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",74.0,76.0,2676.0,24.2,2.4,9.9,5.8,43.0,255.0,305.0,1881.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",78.0,75.0,2691.0,26.0,4.5,11.1,9.5,46.0,322.0,367.0,2023.0,"(-1, 5]",2
"(191, 203]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",20.0,0.0,157.0,10.9,3.8,24.9,12.5,1.0,28.0,36.0,35.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",20.0,4.0,403.0,8.5,1.8,23.6,13.9,17.0,70.0,85.0,109.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",5.0,6.0,171.0,6.5,7.5,17.0,18.3,3.0,25.0,35.0,35.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",7.0,1.0,49.0,5.4,4.8,24.1,11.4,6.0,11.0,13.0,4.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",69.0,2.0,1042.0,16.0,0.6,6.4,4.3,4.0,36.0,47.0,321.0,"(-1, 5]",2
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",19.0,3.0,277.0,3.3,2.6,8.0,3.1,6.0,15.0,21.0,75.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(29, 35]",39.0,0.0,315.0,6.0,2.2,6.4,7.0,5.0,17.0,29.0,84.0,"(-1, 5]",2
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",26.0,5.0,315.0,8.4,12.8,17.1,17.6,38.0,57.0,96.0,83.0,"(5, 11]",1
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",31.0,5.0,294.0,7.2,14.8,10.4,15.6,53.0,35.0,87.0,80.0,"(5, 11]",2
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",3.0,0.0,13.0,-3.6,8.4,34.7,22.9,1.0,3.0,5.0,0.0,"(5, 11]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",51.0,9.0,1068.0,12.8,1.8,0.0,3.7,8.0,58.0,70.0,356.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",66.0,19.0,1867.0,6.3,2.4,9.4,3.5,24.0,153.0,171.0,777.0,"(-1, 5]",2
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",34.0,8.0,916.0,9.6,0.0,0.0,4.3,14.0,91.0,99.0,256.0,"(-1, 5]",3
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",48.0,5.0,919.0,8.8,5.4,7.6,8.5,5.0,55.0,56.0,248.0,"(5, 11]",2
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",20.0,2.0,75.0,6.6,7.5,25.5,17.2,7.0,17.0,23.0,25.0,"(-1, 5]",2
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",16.0,2.0,188.0,12.3,2.6,5.3,9.0,21.0,26.0,36.0,44.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",6.0,0.0,101.0,14.0,14.8,13.2,13.8,14.0,20.0,21.0,31.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",22.0,7.0,252.0,10.5,3.8,12.6,15.7,21.0,43.0,61.0,67.0,"(-1, 5]",2
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",80.0,70.0,2749.0,16.8,6.4,12.8,9.1,65.0,334.0,401.0,1221.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",49.0,47.0,1668.0,17.0,3.7,13.6,9.0,47.0,181.0,232.0,761.0,"(-1, 5]",2
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",43.0,41.0,1352.0,13.5,0.3,14.9,10.7,31.0,169.0,201.0,627.0,"(-1, 5]",3
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",72.0,66.0,2309.0,14.8,1.6,11.1,10.6,67.0,301.0,367.0,1153.0,"(-1, 5]",3
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",57.0,27.0,1427.0,19.3,2.7,19.5,3.2,30.0,192.0,216.0,729.0,"(5, 11]",2
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",53.0,46.0,1841.0,19.8,7.0,15.3,6.6,47.0,227.0,281.0,1038.0,"(5, 11]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",64.0,61.0,2135.0,18.9,1.2,9.2,9.4,30.0,286.0,327.0,1147.0,"(5, 11]",2
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",63.0,60.0,2280.0,22.3,0.0,13.0,9.2,68.0,274.0,345.0,1498.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,78.0,2761.0,16.0,2.6,13.9,0.0,87.0,333.0,424.0,1622.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",55.0,64.0,2062.0,18.3,10.6,16.3,2.9,79.0,227.0,305.0,1159.0,"(5, 11]",2
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",4.0,1.0,73.0,5.5,3.2,7.8,9.6,4.0,4.0,6.0,29.0,"(5, 11]",3
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",27.0,1.0,654.0,8.9,0.0,13.2,10.6,25.0,83.0,106.0,244.0,"(5, 11]",3
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",33.0,0.0,615.0,2.2,5.3,8.5,10.1,16.0,60.0,84.0,190.0,"(5, 11]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",62.0,9.0,710.0,13.0,8.9,20.5,15.8,54.0,106.0,159.0,243.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",56.0,10.0,1105.0,9.7,8.9,12.7,11.9,75.0,112.0,184.0,288.0,"(-1, 5]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",62.0,9.0,1122.0,17.7,10.2,12.3,12.1,90.0,156.0,244.0,337.0,"(-1, 5]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,9.0,2011.0,9.1,9.6,17.0,8.6,142.0,264.0,409.0,694.0,"(-1, 5]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",83.0,9.0,1635.0,15.4,12.8,16.3,5.8,112.0,218.0,330.0,510.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",72.0,27.0,1656.0,11.5,3.7,13.2,10.3,70.0,182.0,255.0,345.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",77.0,48.0,1974.0,13.3,13.5,8.6,8.0,60.0,180.0,237.0,480.0,"(5, 11]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",62.0,34.0,1649.0,5.5,2.6,12.4,5.7,58.0,223.0,277.0,442.0,"(5, 11]",2
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,42.0,1823.0,0.4,0.6,7.6,0.0,26.0,105.0,135.0,394.0,"(-1, 5]",2
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",64.0,26.0,1228.0,4.6,1.8,8.5,6.5,36.0,101.0,131.0,416.0,"(-1, 5]",2
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",5.0,0.0,1.0,13.9,0.0,99.4,58.8,1.0,2.0,0.0,0.0,"(-1, 5]",2
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",9.0,1.0,41.0,-7.5,0.8,9.7,2.2,0.0,8.0,4.0,2.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",84.0,36.0,2130.0,17.6,3.7,25.7,6.4,112.0,400.0,514.0,1038.0,"(-1, 5]",3
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",50.0,0.0,693.0,7.3,0.0,13.4,9.6,4.0,70.0,76.0,118.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",44.0,7.0,720.0,9.8,9.0,5.9,7.2,8.0,42.0,54.0,198.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",5.0,0.0,41.0,-5.9,5.1,2.8,4.8,0.0,1.0,3.0,1.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",17.0,4.0,163.0,6.6,1.7,12.7,5.0,1.0,13.0,20.0,38.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",50.0,11.0,681.0,13.6,6.2,5.3,8.8,24.0,38.0,58.0,186.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",28.0,0.0,311.0,10.8,2.5,4.1,3.8,5.0,17.0,26.0,108.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",40.0,0.0,294.0,7.0,9.6,9.5,0.0,4.0,20.0,31.0,83.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",76.0,1.0,1411.0,13.0,4.0,17.7,3.1,58.0,172.0,231.0,544.0,"(5, 11]",1
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",9.0,0.0,72.0,-0.7,3.8,4.7,8.2,0.0,1.0,9.0,15.0,"(5, 11]",1
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",31.0,16.0,684.0,12.5,11.0,15.7,16.0,41.0,101.0,152.0,212.0,"(5, 11]",1
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",69.0,64.0,1686.0,6.5,9.2,15.7,11.0,133.0,225.0,360.0,604.0,"(5, 11]",2
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",30.0,24.0,477.0,9.9,8.9,12.9,6.7,35.0,60.0,90.0,133.0,"(5, 11]",3
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",2.0,2.0,6.0,-27.2,2.7,21.8,19.2,0.0,0.0,0.0,0.0,"(5, 11]",2
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",25.0,1.0,129.0,-1.7,11.6,10.9,11.5,8.0,12.0,27.0,24.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,2.0,486.0,13.0,12.9,10.6,10.7,54.0,46.0,89.0,191.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",39.0,0.0,457.0,11.1,9.9,21.3,12.5,41.0,68.0,109.0,141.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",89.0,11.0,1609.0,17.0,4.2,14.3,11.9,116.0,225.0,341.0,728.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,3.0,970.0,8.1,9.4,11.8,9.9,64.0,102.0,168.0,366.0,"(-1, 5]",2
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",66.0,2.0,1160.0,9.3,0.6,14.6,11.6,52.0,167.0,211.0,397.0,"(-1, 5]",2
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",58.0,5.0,986.0,11.5,6.4,13.4,7.9,55.0,117.0,169.0,384.0,"(5, 11]",3
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",65.0,14.0,1516.0,11.0,6.2,13.9,12.9,87.0,211.0,290.0,529.0,"(5, 11]",3
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",45.0,6.0,638.0,12.5,6.2,15.7,9.7,30.0,89.0,112.0,260.0,"(5, 11]",2
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",77.0,44.0,2109.0,16.7,2.1,5.8,10.7,38.0,154.0,194.0,946.0,"(-1, 5]",1
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",79.0,78.0,2361.0,16.1,0.8,5.0,8.9,38.0,184.0,227.0,1039.0,"(-1, 5]",1
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",61.0,56.0,1878.0,19.7,0.0,9.4,7.1,33.0,153.0,184.0,620.0,"(-1, 5]",2
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,47.0,2372.0,16.4,3.1,12.9,7.5,36.0,181.0,220.0,977.0,"(-1, 5]",1
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",79.0,34.0,2068.0,16.4,4.7,8.0,7.6,47.0,139.0,189.0,918.0,"(-1, 5]",2
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",46.0,45.0,1562.0,18.2,1.1,9.9,5.6,18.0,127.0,142.0,726.0,"(-1, 5]",3
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",72.0,13.0,2220.0,13.6,4.2,9.0,0.8,34.0,140.0,168.0,1036.0,"(5, 11]",3
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",68.0,68.0,2070.0,16.3,0.2,10.3,0.2,23.0,126.0,154.0,901.0,"(5, 11]",3
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",32.0,0.0,388.0,11.2,0.1,3.9,5.1,0.0,37.0,44.0,153.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",36.0,7.0,385.0,2.0,0.0,24.4,6.1,1.0,34.0,31.0,128.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",6.0,0.0,98.0,11.8,2.3,22.8,13.9,8.0,16.0,26.0,7.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",15.0,3.0,388.0,10.7,6.8,13.1,9.2,11.0,49.0,68.0,122.0,"(-1, 5]",1
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",1.0,0.0,32.0,3.7,2.8,3.7,3.1,1.0,3.0,8.0,7.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",3.0,1.0,5.0,2.7,31.2,0.0,16.9,0.0,2.0,3.0,2.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",78.0,79.0,2952.0,17.3,6.8,25.3,19.5,163.0,439.0,605.0,1539.0,"(5, 11]",1
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",69.0,70.0,2453.0,14.1,9.7,20.8,13.1,154.0,367.0,531.0,1327.0,"(5, 11]",1
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",65.0,65.0,1931.0,22.1,9.7,18.6,7.9,114.0,314.0,432.0,842.0,"(5, 11]",1
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",74.0,73.0,2435.0,21.6,7.2,18.6,18.4,146.0,417.0,562.0,1248.0,"(5, 11]",2
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",80.0,79.0,2476.0,17.3,6.9,17.6,12.5,120.0,424.0,541.0,1120.0,"(5, 11]",2
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",64.0,68.0,1895.0,14.0,7.1,19.4,15.3,108.0,341.0,451.0,771.0,"(5, 11]",2
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",76.0,19.0,1402.0,18.8,6.6,18.6,10.8,72.0,232.0,310.0,554.0,"(11, 17]",2
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(35, 41]",68.0,0.0,850.0,11.8,6.5,12.9,13.2,44.0,156.0,200.0,317.0,"(11, 17]",2
"(203, 215]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",68.0,5.0,807.0,13.0,3.7,10.2,0.3,22.0,75.0,95.0,302.0,"(-1, 5]",1
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",68.0,11.0,1135.0,12.8,10.7,24.0,7.8,121.0,223.0,354.0,341.0,"(-1, 5]",1
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",75.0,65.0,2047.0,17.6,13.5,16.4,16.2,214.0,367.0,576.0,566.0,"(-1, 5]",1
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",66.0,66.0,1799.0,16.2,11.1,21.1,15.6,206.0,344.0,547.0,484.0,"(-1, 5]",1
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",84.0,66.0,2009.0,18.5,13.6,22.1,17.6,208.0,377.0,593.0,726.0,"(-1, 5]",1
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,80.0,2874.0,18.0,13.2,30.2,19.7,329.0,783.0,1113.0,851.0,"(-1, 5]",1
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",86.0,81.0,2817.0,20.1,17.0,33.9,22.0,398.0,829.0,1226.0,946.0,"(5, 11]",1
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",75.0,77.0,2598.0,20.2,11.0,34.5,21.9,268.0,787.0,1059.0,991.0,"(5, 11]",2
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",78.0,78.0,2573.0,20.7,15.6,36.0,26.6,295.0,817.0,1116.0,1023.0,"(5, 11]",1
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",22.0,0.0,114.0,7.8,6.8,7.3,8.7,6.0,8.0,15.0,34.0,"(-1, 5]",2
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",33.0,4.0,294.0,9.4,3.5,16.1,11.5,21.0,43.0,53.0,54.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",1.0,1.0,1.0,125.2,98.8,0.7,61.4,0.0,1.0,1.0,0.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",60.0,19.0,779.0,9.6,5.9,13.1,7.8,19.0,89.0,107.0,157.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",40.0,0.0,372.0,9.0,3.8,13.4,10.1,19.0,42.0,61.0,100.0,"(-1, 5]",1
"(191, 203]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,23.0,1495.0,19.7,13.9,23.5,20.2,195.0,324.0,527.0,642.0,"(-1, 5]",1
"(191, 203]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",81.0,64.0,1735.0,20.3,13.8,22.5,19.8,211.0,346.0,561.0,677.0,"(-1, 5]",1
"(191, 203]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",59.0,61.0,1362.0,17.1,12.4,9.7,15.8,155.0,194.0,350.0,611.0,"(-1, 5]",2
"(191, 203]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",61.0,17.0,848.0,15.9,7.4,20.3,19.0,66.0,167.0,229.0,331.0,"(-1, 5]",2
"(191, 203]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,21.0,1213.0,12.8,15.1,17.3,16.2,138.0,230.0,363.0,494.0,"(-1, 5]",1
"(191, 203]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",29.0,1.0,182.0,6.4,11.6,24.5,8.7,16.0,41.0,55.0,54.0,"(-1, 5]",1
"(191, 203]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",26.0,4.0,214.0,5.8,11.1,18.7,17.2,18.0,41.0,57.0,63.0,"(5, 11]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",78.0,62.0,1665.0,7.8,2.4,8.3,10.4,67.0,163.0,221.0,662.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",84.0,83.0,2851.0,14.7,1.2,14.2,4.6,76.0,240.0,316.0,1410.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",64.0,64.0,2205.0,12.9,1.1,7.6,5.7,39.0,171.0,214.0,1051.0,"(-1, 5]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,81.0,3013.0,13.6,0.0,10.4,3.6,45.0,273.0,322.0,1484.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,81.0,3016.0,26.9,3.8,13.4,4.5,54.0,293.0,343.0,1792.0,"(-1, 5]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,59.0,2098.0,16.9,0.7,9.9,7.1,42.0,237.0,277.0,1208.0,"(-1, 5]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",74.0,78.0,2803.0,21.9,0.0,14.3,8.9,62.0,285.0,347.0,1830.0,"(5, 11]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",73.0,74.0,2620.0,26.3,6.8,19.5,7.1,65.0,319.0,386.0,2020.0,"(5, 11]",2
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",80.0,63.0,2306.0,14.6,11.5,25.1,15.2,217.0,480.0,697.0,1145.0,"(-1, 5]",1
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",59.0,61.0,1950.0,21.4,13.1,25.6,29.5,264.0,440.0,703.0,1162.0,"(-1, 5]",2
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",74.0,78.0,2286.0,20.0,12.5,28.1,20.1,221.0,523.0,746.0,1282.0,"(-1, 5]",2
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",70.0,70.0,2298.0,26.4,10.1,24.8,19.3,221.0,614.0,831.0,1614.0,"(-1, 5]",2
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",63.0,59.0,2016.0,26.2,5.0,30.0,22.4,186.0,565.0,748.0,1421.0,"(-1, 5]",2
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",65.0,63.0,2247.0,23.4,7.4,29.1,13.8,159.0,589.0,748.0,1747.0,"(-1, 5]",2
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",59.0,51.0,1891.0,27.1,7.4,27.4,25.5,117.0,472.0,584.0,1526.0,"(5, 11]",3
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",72.0,2.0,795.0,9.4,7.5,15.1,12.2,54.0,97.0,151.0,212.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",9.0,0.0,52.0,6.8,11.3,9.2,7.4,3.0,7.0,4.0,8.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",21.0,9.0,353.0,13.3,8.9,5.7,14.8,29.0,26.0,52.0,110.0,"(-1, 5]",1
