height,weight,college,born,birth_city,birth_state,year_start,year_end,Year,Age,G,GS,MP,PER,ORB%,DRB%,TRB%,ORB,DRB,TRB,PTS,NBA_Years,SevereInjury
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",71.0,27.0,1721.0,9.4,0.0,10.5,10.0,44.0,174.0,220.0,520.0,"(5, 11]",2
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",83.0,45.0,2097.0,10.3,2.8,15.4,8.1,53.0,231.0,285.0,644.0,"(5, 11]",1
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",61.0,9.0,1362.0,13.1,3.2,20.4,8.4,26.0,194.0,225.0,435.0,"(5, 11]",1
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",70.0,34.0,1793.0,9.5,7.8,10.9,16.7,129.0,159.0,292.0,376.0,"(5, 11]",1
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",42.0,7.0,598.0,10.8,12.0,9.0,7.1,59.0,52.0,116.0,75.0,"(5, 11]",1
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",39.0,5.0,727.0,11.2,3.4,14.0,15.5,71.0,81.0,155.0,169.0,"(5, 11]",2
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",32.0,0.0,345.0,-1.1,8.8,10.3,8.6,23.0,34.0,59.0,43.0,"(5, 11]",1
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",48.0,5.0,890.0,13.3,14.7,26.1,19.7,92.0,172.0,265.0,274.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",74.0,48.0,2045.0,14.6,11.7,21.5,19.0,240.0,362.0,601.0,979.0,"(-1, 5]",2
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",58.0,51.0,1564.0,16.1,13.7,23.8,16.6,146.0,293.0,439.0,770.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",79.0,78.0,1915.0,24.7,8.0,31.1,17.5,195.0,479.0,675.0,833.0,"(-1, 5]",2
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",9.0,1.0,119.0,3.0,11.5,11.3,12.8,9.0,16.0,29.0,28.0,"(-1, 5]",2
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",26.0,0.0,149.0,11.7,2.3,16.8,8.6,2.0,26.0,20.0,65.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",2.0,1.0,59.0,9.4,1.7,11.7,8.9,1.0,7.0,4.0,25.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",27.0,0.0,376.0,14.5,11.5,15.7,16.5,42.0,50.0,87.0,153.0,"(-1, 5]",3
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",42.0,4.0,558.0,7.9,8.2,27.1,17.0,43.0,112.0,160.0,167.0,"(-1, 5]",2
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",17.0,0.0,127.0,17.5,16.2,11.1,15.9,18.0,18.0,34.0,57.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",5.0,3.0,19.0,18.7,5.9,24.1,12.3,2.0,0.0,3.0,9.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",3.0,3.0,7.0,25.9,14.4,16.7,15.1,0.0,0.0,6.0,8.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,44.0,2243.0,19.2,0.9,11.0,6.7,29.0,192.0,223.0,931.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",84.0,13.0,1720.0,13.4,5.6,9.2,5.3,18.0,162.0,174.0,732.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",50.0,38.0,1532.0,19.4,1.9,10.1,5.2,23.0,150.0,176.0,700.0,"(5, 11]",1
"(179, 191]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",84.0,2.0,2352.0,16.6,0.0,9.7,8.4,19.0,227.0,244.0,1023.0,"(5, 11]",2
"(179, 191]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",80.0,36.0,2245.0,12.2,1.7,4.7,11.4,26.0,199.0,223.0,763.0,"(5, 11]",2
"(179, 191]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",81.0,25.0,2240.0,12.8,0.4,8.3,7.3,24.0,223.0,246.0,956.0,"(5, 11]",1
"(179, 191]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",28.0,28.0,1027.0,13.8,3.4,18.4,6.3,13.0,119.0,141.0,407.0,"(5, 11]",1
"(179, 191]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",1.0,0.0,33.0,6.1,0.2,0.3,0.0,0.0,0.0,0.0,3.0,"(5, 11]",2
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",8.0,0.0,115.0,12.0,8.0,10.8,3.5,7.0,13.0,20.0,40.0,"(-1, 5]",1
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",44.0,18.0,1034.0,13.0,7.6,9.4,5.3,8.0,100.0,107.0,350.0,"(5, 11]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",11.0,2.0,61.0,2.8,2.2,8.6,9.9,2.0,7.0,9.0,12.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",23.0,5.0,339.0,5.4,5.9,15.4,8.1,21.0,45.0,62.0,99.0,"(-1, 5]",2
"(179, 191]","(71, 83]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",5.0,2.0,21.0,4.4,0.0,13.1,7.5,1.0,4.0,1.0,2.0,"(5, 11]",1
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",57.0,15.0,975.0,8.2,1.0,8.2,8.1,15.0,56.0,65.0,323.0,"(5, 11]",1
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",24.0,3.0,112.0,0.3,1.7,2.9,5.2,2.0,8.0,14.0,16.0,"(5, 11]",1
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",26.0,0.0,267.0,5.0,1.0,3.7,5.1,2.0,12.0,11.0,52.0,"(5, 11]",1
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,28.0,1550.0,15.6,11.1,22.4,14.0,161.0,242.0,402.0,512.0,"(-1, 5]",1
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",57.0,15.0,930.0,16.0,8.1,15.3,15.6,64.0,99.0,174.0,237.0,"(-1, 5]",2
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",56.0,42.0,1467.0,13.9,14.5,17.6,15.3,130.0,189.0,325.0,421.0,"(5, 11]",1
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",69.0,80.0,1783.0,13.0,10.0,18.2,11.8,133.0,272.0,408.0,498.0,"(5, 11]",2
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",32.0,11.0,487.0,12.2,7.0,10.5,10.4,27.0,63.0,81.0,108.0,"(5, 11]",1
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",60.0,4.0,877.0,10.7,10.9,18.8,11.7,89.0,115.0,215.0,203.0,"(5, 11]",1
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,76.0,2485.0,17.4,2.5,11.6,9.5,79.0,322.0,403.0,1239.0,"(5, 11]",1
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",55.0,54.0,1919.0,14.3,0.0,13.3,12.9,35.0,189.0,220.0,767.0,"(5, 11]",2
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",48.0,53.0,1591.0,13.7,4.4,8.5,2.1,38.0,157.0,196.0,628.0,"(5, 11]",2
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",35.0,26.0,934.0,14.1,0.0,13.8,3.6,18.0,108.0,125.0,342.0,"(5, 11]",3
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",21.0,15.0,416.0,10.3,5.8,12.0,10.9,9.0,49.0,67.0,170.0,"(11, 17]",3
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(17, 23]",57.0,0.0,656.0,10.9,17.7,17.4,13.8,53.0,81.0,137.0,184.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",79.0,0.0,1103.0,9.0,9.9,16.9,12.5,89.0,156.0,242.0,332.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",36.0,27.0,948.0,17.8,10.6,10.7,11.2,76.0,125.0,197.0,397.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",52.0,0.0,876.0,18.7,7.9,17.7,12.4,61.0,123.0,185.0,420.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",35.0,31.0,830.0,9.5,9.2,18.1,18.5,52.0,131.0,180.0,299.0,"(-1, 5]",3
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,30.0,1774.0,10.9,11.6,10.1,9.2,104.0,223.0,319.0,660.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2015, 2021]","(23, 29]",77.0,3.0,1182.0,14.6,5.0,16.2,14.0,59.0,169.0,220.0,546.0,"(5, 11]",2
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2015, 2021]","(29, 35]",77.0,3.0,1068.0,13.3,5.7,21.8,12.8,62.0,194.0,263.0,420.0,"(5, 11]",2
"(179, 191]","(71, 83]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",76.0,11.0,2540.0,14.1,0.9,0.0,3.0,15.0,119.0,139.0,1274.0,"(5, 11]",1
"(179, 191]","(71, 83]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",83.0,12.0,2564.0,16.1,3.5,7.9,2.3,26.0,129.0,156.0,1293.0,"(5, 11]",1
"(179, 191]","(71, 83]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",63.0,4.0,2001.0,12.7,0.0,10.0,3.0,19.0,136.0,149.0,949.0,"(11, 17]",2
"(179, 191]","(71, 83]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",79.0,25.0,2125.0,12.9,0.8,11.6,0.5,18.0,140.0,156.0,798.0,"(11, 17]",2
"(179, 191]","(71, 83]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(35, 41]",35.0,0.0,570.0,7.4,0.2,6.7,4.4,4.0,38.0,36.0,159.0,"(11, 17]",1
"(179, 191]","(71, 83]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(35, 41]",78.0,28.0,1643.0,13.6,3.0,7.3,0.0,16.0,106.0,120.0,535.0,"(11, 17]",2
"(179, 191]","(71, 83]",*,"(1973, 1979]",*,*,*,*,"(2015, 2021]","(35, 41]",80.0,6.0,1258.0,10.4,1.5,0.0,0.0,13.0,65.0,79.0,425.0,"(11, 17]",1
"(179, 191]","(71, 83]",*,"(1973, 1979]",*,*,*,*,"(2015, 2021]","(35, 41]",76.0,0.0,1373.0,9.5,0.9,4.9,10.0,17.0,92.0,104.0,306.0,"(11, 17]",1
"(191, 203]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",78.0,23.0,1342.0,8.0,4.7,15.2,8.0,46.0,177.0,216.0,514.0,"(-1, 5]",2
"(191, 203]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",25.0,0.0,193.0,8.7,15.6,23.7,17.0,23.0,34.0,60.0,55.0,"(-1, 5]",1
"(191, 203]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",10.0,0.0,63.0,7.2,6.6,31.2,18.5,1.0,15.0,22.0,21.0,"(-1, 5]",1
"(191, 203]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",51.0,8.0,715.0,6.2,11.0,21.8,11.3,65.0,130.0,193.0,205.0,"(-1, 5]",1
"(191, 203]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",51.0,13.0,963.0,16.9,10.4,25.9,18.2,102.0,207.0,305.0,359.0,"(-1, 5]",1
"(191, 203]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",13.0,2.0,214.0,16.8,11.6,28.1,20.1,28.0,50.0,75.0,58.0,"(-1, 5]",1
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",5.0,4.0,38.0,-2.2,3.6,18.3,12.2,0.0,6.0,6.0,4.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",10.0,8.0,254.0,14.7,14.6,18.2,20.4,32.0,41.0,82.0,51.0,"(5, 11]",1
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",52.0,7.0,947.0,15.3,19.6,21.6,21.7,157.0,187.0,350.0,187.0,"(5, 11]",1
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",10.0,0.0,141.0,9.1,15.7,20.6,18.7,19.0,25.0,47.0,28.0,"(11, 17]",3
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",72.0,4.0,725.0,9.0,0.0,10.8,3.3,5.0,61.0,71.0,229.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",71.0,4.0,960.0,15.3,3.0,9.4,7.2,12.0,89.0,103.0,357.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",72.0,66.0,2184.0,20.3,0.0,11.0,4.7,20.0,135.0,167.0,833.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,78.0,2627.0,16.5,0.0,8.4,4.1,25.0,153.0,179.0,1166.0,"(-1, 5]",2
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,80.0,2536.0,20.5,3.0,8.0,1.4,35.0,174.0,208.0,1299.0,"(-1, 5]",2
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",71.0,72.0,2230.0,20.0,1.3,7.6,2.4,27.0,150.0,185.0,1160.0,"(-1, 5]",2
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",79.0,78.0,2255.0,18.9,0.5,7.1,8.1,30.0,181.0,214.0,1239.0,"(5, 11]",2
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",81.0,83.0,2657.0,17.8,2.0,12.9,6.5,28.0,298.0,328.0,1255.0,"(5, 11]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",56.0,9.0,683.0,13.5,8.4,14.5,14.2,48.0,100.0,148.0,191.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",44.0,0.0,258.0,11.7,8.1,19.4,16.8,22.0,44.0,60.0,101.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",51.0,11.0,658.0,16.5,11.6,21.9,18.3,52.0,115.0,172.0,218.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",53.0,5.0,436.0,19.1,12.8,14.7,12.2,51.0,68.0,120.0,143.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",63.0,3.0,1381.0,7.8,8.3,8.4,8.6,48.0,155.0,207.0,412.0,"(-1, 5]",2
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",81.0,52.0,2063.0,14.7,1.1,15.9,5.5,98.0,263.0,360.0,750.0,"(-1, 5]",2
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",84.0,8.0,1529.0,10.7,2.4,10.3,9.9,39.0,167.0,207.0,439.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",6.0,3.0,35.0,5.6,0.0,7.1,12.4,4.0,4.0,4.0,10.0,"(-1, 5]",1
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",48.0,2.0,463.0,15.7,11.7,14.1,4.4,40.0,65.0,96.0,176.0,"(-1, 5]",2
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",29.0,0.0,218.0,18.8,15.0,17.0,16.0,8.0,32.0,50.0,61.0,"(-1, 5]",2
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",38.0,4.0,219.0,21.0,14.0,18.4,13.4,24.0,34.0,60.0,84.0,"(-1, 5]",1
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",70.0,7.0,1209.0,15.6,14.6,19.6,9.4,124.0,188.0,310.0,403.0,"(-1, 5]",1
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",37.0,1.0,269.0,20.7,11.2,18.5,15.7,24.0,44.0,76.0,90.0,"(-1, 5]",2
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",31.0,2.0,253.0,14.2,6.2,21.0,10.5,12.0,41.0,52.0,69.0,"(-1, 5]",3
"(191, 203]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",22.0,1.0,146.0,11.8,0.0,8.3,7.8,8.0,13.0,18.0,79.0,"(-1, 5]",1
"(191, 203]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",80.0,1.0,1537.0,17.0,1.1,6.1,10.7,27.0,165.0,181.0,665.0,"(-1, 5]",1
"(191, 203]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",43.0,5.0,630.0,12.3,0.0,16.4,8.9,7.0,106.0,104.0,296.0,"(-1, 5]",2
"(191, 203]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",66.0,1.0,1230.0,17.6,1.9,19.1,12.3,47.0,210.0,252.0,581.0,"(-1, 5]",1
"(191, 203]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",63.0,6.0,1141.0,18.3,0.0,22.2,13.2,36.0,235.0,266.0,607.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",26.0,0.0,289.0,14.8,4.8,5.4,11.5,11.0,19.0,32.0,76.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",32.0,25.0,939.0,19.3,0.0,11.1,5.5,17.0,85.0,108.0,504.0,"(-1, 5]",3
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,81.0,2640.0,14.4,0.4,10.2,5.7,29.0,213.0,247.0,1103.0,"(-1, 5]",2
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",67.0,38.0,2051.0,15.7,6.1,5.9,0.2,34.0,157.0,186.0,890.0,"(-1, 5]",3
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",83.0,24.0,1909.0,14.3,0.0,9.2,7.8,29.0,170.0,199.0,830.0,"(-1, 5]",3
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",80.0,12.0,2042.0,13.5,1.3,6.3,8.5,42.0,212.0,252.0,912.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",34.0,36.0,882.0,21.6,5.5,16.4,4.8,25.0,126.0,128.0,522.0,"(5, 11]",1
"(179, 191]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",42.0,8.0,422.0,3.6,4.9,6.2,3.3,18.0,34.0,41.0,126.0,"(-1, 5]",1
"(179, 191]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",39.0,18.0,655.0,10.0,6.4,5.7,0.0,9.0,44.0,44.0,262.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",42.0,27.0,569.0,12.1,11.8,16.2,14.5,53.0,86.0,139.0,205.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",20.0,0.0,66.0,6.9,10.6,18.7,12.5,5.0,11.0,17.0,24.0,"(-1, 5]",2
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",40.0,4.0,398.0,16.3,10.8,20.1,9.9,38.0,72.0,107.0,146.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",80.0,8.0,1263.0,11.6,2.7,9.1,5.9,21.0,118.0,145.0,420.0,"(-1, 5]",1
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",65.0,31.0,1025.0,10.9,2.6,16.7,5.3,12.0,88.0,112.0,372.0,"(-1, 5]",1
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",70.0,67.0,1994.0,21.4,6.1,21.6,10.4,122.0,361.0,499.0,949.0,"(11, 17]",1
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",24.0,13.0,431.0,9.7,6.8,19.6,13.8,26.0,63.0,88.0,122.0,"(11, 17]",2
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",26.0,29.0,567.0,11.1,13.5,18.8,11.7,33.0,98.0,138.0,124.0,"(11, 17]",3
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",53.0,6.0,1026.0,17.9,8.5,24.2,13.4,83.0,209.0,295.0,458.0,"(11, 17]",1
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",58.0,12.0,880.0,16.2,11.4,23.7,15.0,85.0,155.0,250.0,347.0,"(11, 17]",2
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",8.0,3.0,183.0,10.6,0.0,8.0,8.7,8.0,16.0,21.0,71.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",23.0,4.0,109.0,20.7,13.8,15.8,12.3,15.0,10.0,28.0,40.0,"(-1, 5]",1
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",47.0,1.0,384.0,15.8,13.5,11.9,7.9,54.0,52.0,108.0,140.0,"(-1, 5]",1
"(191, 203]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",2.0,0.0,2.0,2.2,35.5,80.2,59.4,1.0,1.0,8.0,0.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",5.0,1.0,47.0,4.2,1.9,1.8,7.0,2.0,5.0,7.0,12.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",73.0,12.0,1297.0,11.9,0.0,11.6,4.2,18.0,103.0,121.0,623.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",61.0,13.0,1348.0,14.1,2.9,12.2,7.8,23.0,126.0,147.0,601.0,"(-1, 5]",2
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",30.0,11.0,705.0,23.4,1.5,7.8,1.9,8.0,57.0,65.0,349.0,"(-1, 5]",3
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,9.0,1761.0,14.7,1.8,10.6,6.4,24.0,154.0,176.0,694.0,"(-1, 5]",1
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",31.0,2.0,650.0,13.0,1.5,9.8,1.9,6.0,45.0,62.0,248.0,"(-1, 5]",2
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,4.0,1719.0,12.4,0.0,12.1,2.6,20.0,190.0,212.0,600.0,"(5, 11]",2
