height,weight,college,born,birth_city,birth_state,year_start,year_end,Year,Age,G,GS,MP,PER,ORB%,DRB%,TRB%,ORB,DRB,TRB,PTS,NBA_Years,SevereInjury
211,122,*,1990,*,*,*,*,2011,20,86.0,65.0,2308.0,11.6,13.1,25.2,17.1,219.0,485.0,700.0,1144.0,0,1
211,122,*,1990,*,*,*,*,2012,21,61.0,64.0,1953.0,24.3,14.5,26.4,18.4,266.0,439.0,700.0,1161.0,1,2
211,122,*,1990,*,*,*,*,2013,22,76.0,74.0,2289.0,21.2,9.3,31.0,22.9,218.0,525.0,745.0,1282.0,2,2
211,122,*,1990,*,*,*,*,2014,23,71.0,72.0,2300.0,27.0,10.8,25.7,12.1,215.0,607.0,832.0,1614.0,3,2
211,122,*,1990,*,*,*,*,2015,24,58.0,60.0,2019.0,24.3,8.3,30.8,14.9,188.0,556.0,746.0,1421.0,4,2
211,122,*,1990,*,*,*,*,2016,25,63.0,63.0,2246.0,21.7,8.4,29.0,17.6,159.0,589.0,746.0,1749.0,5,2
211,122,*,1990,*,*,*,*,2017,26,49.0,57.0,1889.0,25.0,4.0,28.4,22.2,116.0,475.0,584.0,1528.0,6,3
203,97,*,1986,*,*,*,*,2010,23,68.0,0.0,798.0,4.8,6.3,14.5,13.6,56.0,96.0,151.0,209.0,0,1
203,97,*,1986,*,*,*,*,2011,24,12.0,0.0,50.0,8.9,6.9,14.1,10.5,2.0,8.0,9.0,6.0,1,1
203,97,*,1986,*,*,*,*,2012,25,33.0,4.0,354.0,9.9,9.0,11.9,16.2,28.0,24.0,53.0,107.0,2,1
203,97,*,1986,*,*,*,*,2013,26,66.0,10.0,1112.0,15.1,8.0,10.2,8.1,87.0,101.0,188.0,388.0,3,1
203,97,*,1986,*,*,*,*,2014,27,72.0,74.0,2341.0,12.9,5.5,16.4,9.7,109.0,297.0,401.0,811.0,4,2
203,97,*,1986,*,*,*,*,2015,28,69.0,67.0,2187.0,15.3,4.7,12.2,10.9,97.0,275.0,373.0,884.0,5,2
203,97,*,1986,*,*,*,*,2016,29,23.0,19.0,785.0,15.6,4.9,13.7,7.8,26.0,91.0,112.0,285.0,6,2
203,97,*,1986,*,*,*,*,2017,30,68.0,74.0,1882.0,13.4,3.4,14.1,7.7,62.0,214.0,273.0,642.0,7,2
203,100,*,1990,*,*,*,*,2013,22,62.0,16.0,807.0,7.3,2.3,11.7,3.2,18.0,88.0,105.0,231.0,0,2
213,136,*,1982,*,*,*,*,2010,28,27.0,0.0,262.0,7.9,13.4,20.5,14.9,24.0,41.0,63.0,33.0,8,1
213,136,*,1982,*,*,*,*,2011,29,18.0,1.0,180.0,7.3,8.5,19.1,13.4,9.0,26.0,35.0,21.0,9,1
213,136,*,1982,*,*,*,*,2012,30,26.0,10.0,327.0,3.2,14.8,18.8,19.1,33.0,44.0,86.0,26.0,10,1
213,136,*,1982,*,*,*,*,2013,31,27.0,1.0,226.0,12.6,6.1,22.5,16.7,10.0,40.0,50.0,16.0,11,1
196,95,*,1981,*,*,*,*,2010,28,63.0,14.0,880.0,4.9,0.0,8.8,6.7,11.0,79.0,90.0,138.0,9,1
196,95,*,1981,*,*,*,*,2011,29,73.0,54.0,1159.0,8.7,0.2,10.1,10.9,15.0,83.0,105.0,383.0,10,1
196,95,*,1981,*,*,*,*,2012,30,52.0,32.0,959.0,6.7,0.0,8.7,5.4,7.0,101.0,103.0,144.0,11,1
196,95,*,1981,*,*,*,*,2013,31,57.0,26.0,1154.0,9.2,2.5,12.2,5.6,18.0,104.0,124.0,287.0,12,2
196,77,*,1996,*,*,*,*,2017,20,33.0,6.0,323.0,-1.2,0.9,11.9,8.1,7.0,34.0,42.0,134.0,0,2
196,83,*,1992,*,*,*,*,2016,23,26.0,0.0,232.0,22.1,6.0,17.5,9.3,7.0,30.0,37.0,105.0,0,2
196,83,*,1992,*,*,*,*,2017,24,28.0,0.0,447.0,17.5,2.4,11.3,0.0,15.0,30.0,50.0,144.0,1,2
193,81,*,1983,*,*,*,*,2010,26,55.0,3.0,1500.0,15.5,1.9,8.5,10.1,26.0,138.0,166.0,527.0,5,1
193,81,*,1983,*,*,*,*,2011,27,23.0,2.0,453.0,12.2,0.0,8.9,11.2,6.0,31.0,37.0,135.0,6,2
193,81,*,1983,*,*,*,*,2012,28,43.0,33.0,1060.0,14.8,2.5,14.2,2.9,14.0,87.0,105.0,424.0,7,2
185,91,*,1994,*,*,*,*,2017,22,5.0,0.0,17.0,31.0,10.4,13.6,14.5,7.0,2.0,0.0,11.0,0,2
206,104,*,1988,*,*,*,*,2012,23,7.0,0.0,19.0,-1.7,8.7,15.6,14.0,0.0,3.0,8.0,3.0,0,1
185,78,*,1993,*,*,*,*,2014,20,48.0,0.0,642.0,8.3,0.0,12.5,3.3,3.0,49.0,59.0,183.0,0,1
185,78,*,1993,*,*,*,*,2015,21,82.0,5.0,1516.0,18.4,0.0,11.2,3.1,31.0,137.0,161.0,768.0,1,2
185,78,*,1993,*,*,*,*,2016,22,81.0,5.0,1619.0,14.7,0.7,17.5,0.0,23.0,172.0,204.0,877.0,2,2
185,78,*,1993,*,*,*,*,2017,23,76.0,75.0,2485.0,18.0,0.8,11.7,3.0,43.0,207.0,249.0,1412.0,3,2
198,96,*,1993,*,*,*,*,2017,23,58.0,4.0,974.0,3.1,4.3,19.4,16.4,11.0,141.0,151.0,288.0,0,2
190,90,*,1984,*,*,*,*,2010,25,77.0,78.0,2801.0,15.5,0.0,11.7,2.2,55.0,252.0,304.0,1416.0,4,1
190,90,*,1984,*,*,*,*,2011,26,53.0,53.0,2008.0,19.9,2.6,10.3,6.2,27.0,178.0,208.0,1130.0,5,3
190,90,*,1984,*,*,*,*,2012,27,55.0,59.0,1999.0,24.0,1.7,12.5,5.9,23.0,159.0,184.0,1154.0,6,1
190,90,*,1984,*,*,*,*,2013,28,79.0,77.0,2842.0,20.5,0.0,8.9,4.6,30.0,204.0,230.0,1477.0,7,1
190,90,*,1984,*,*,*,*,2014,29,62.0,58.0,2059.0,14.5,4.3,11.1,4.2,14.0,151.0,170.0,913.0,8,1
190,90,*,1984,*,*,*,*,2015,30,68.0,55.0,2110.0,14.2,3.2,10.4,12.8,28.0,204.0,237.0,885.0,9,1
190,90,*,1984,*,*,*,*,2016,31,67.0,63.0,2105.0,16.9,0.0,8.6,3.5,19.0,172.0,192.0,917.0,10,3
190,90,*,1984,*,*,*,*,2017,32,33.0,37.0,1171.0,20.1,0.4,9.6,7.4,12.0,87.0,103.0,523.0,11,2
201,99,*,1984,*,*,*,*,2012,27,5.0,1.0,36.0,14.3,14.3,17.4,20.5,7.0,12.0,12.0,17.0,0,1
206,124,*,1988,*,*,*,*,2011,22,41.0,0.0,211.0,9.5,12.5,11.7,9.3,18.0,24.0,44.0,81.0,0,1
208,120,*,1991,*,*,*,*,2011,19,21.0,6.0,439.0,16.3,12.5,21.7,12.2,47.0,72.0,119.0,183.0,0,2
208,120,*,1991,*,*,*,*,2012,20,69.0,5.0,1375.0,19.1,8.6,21.4,14.2,158.0,269.0,425.0,570.0,1,2
208,120,*,1991,*,*,*,*,2013,21,77.0,8.0,1786.0,17.0,16.0,23.9,19.6,186.0,357.0,548.0,727.0,2,2
208,120,*,1991,*,*,*,*,2014,22,73.0,75.0,2202.0,14.6,8.8,25.5,18.4,199.0,433.0,634.0,970.0,3,1
208,120,*,1991,*,*,*,*,2015,23,73.0,77.0,2280.0,21.6,10.7,20.6,19.3,200.0,411.0,607.0,1190.0,4,2
208,120,*,1991,*,*,*,*,2016,24,61.0,58.0,1987.0,20.9,7.9,20.5,10.4,169.0,332.0,506.0,1015.0,5,3
208,120,*,1991,*,*,*,*,2017,25,51.0,39.0,1187.0,18.9,9.2,22.7,14.8,89.0,212.0,303.0,469.0,6,2
203,100,*,1990,*,*,*,*,2017,19,37.0,10.0,548.0,12.4,9.9,8.0,10.3,38.0,41.0,72.0,165.0,0,1
190,86,*,1988,*,*,*,*,2010,21,78.0,78.0,2872.0,17.0,2.6,8.0,5.6,66.0,224.0,292.0,1613.0,1,1
190,86,*,1988,*,*,*,*,2011,22,80.0,81.0,3026.0,18.0,3.4,8.3,6.9,80.0,248.0,330.0,2030.0,2,1
190,86,*,1988,*,*,*,*,2012,23,36.0,38.0,1375.0,25.1,0.8,6.1,5.9,29.0,106.0,131.0,853.0,3,3
190,86,*,1988,*,*,*,*,2014,25,8.0,5.0,309.0,7.3,1.9,10.7,11.2,9.0,22.0,32.0,152.0,5,3
190,86,*,1988,*,*,*,*,2015,26,50.0,51.0,1529.0,12.3,0.0,9.1,1.3,38.0,127.0,159.0,904.0,6,2
190,86,*,1988,*,*,*,*,2016,27,65.0,65.0,2094.0,20.5,5.5,11.9,9.6,44.0,192.0,222.0,1076.0,7,2
190,86,*,1988,*,*,*,*,2017,28,67.0,63.0,2078.0,15.5,4.5,7.4,4.8,65.0,178.0,245.0,1153.0,8,3
190,90,*,1984,*,*,*,*,2012,20,67.0,15.0,1416.0,14.1,8.4,19.0,14.4,79.0,233.0,310.0,583.0,0,1
190,90,*,1984,*,*,*,*,2013,21,79.0,54.0,1916.0,18.4,5.0,19.7,10.1,87.0,332.0,430.0,928.0,1,1
190,90,*,1984,*,*,*,*,2014,22,9.0,5.0,171.0,5.9,0.0,13.5,7.9,2.0,23.0,26.0,42.0,2,2
190,90,*,1984,*,*,*,*,2015,23,75.0,7.0,1470.0,25.0,2.7,9.1,8.2,39.0,161.0,200.0,613.0,3,2
190,90,*,1984,*,*,*,*,2016,24,81.0,8.0,1437.0,19.0,5.2,11.4,11.9,47.0,245.0,296.0,745.0,4,1
190,90,*,1984,*,*,*,*,2017,25,24.0,10.0,375.0,10.2,0.1,18.2,10.5,16.0,56.0,74.0,149.0,5,2
201,101,*,1977,*,*,*,*,2010,32,8.0,1.0,63.0,4.4,8.0,20.5,9.5,3.0,15.0,13.0,14.0,9,1
203,99,*,1977,*,*,*,*,2010,32,45.0,3.0,756.0,14.0,3.6,18.4,9.4,27.0,91.0,112.0,242.0,10,1
198,93,*,1996,*,*,*,*,2016,19,84.0,52.0,2108.0,11.4,2.0,12.5,7.1,25.0,164.0,186.0,1048.0,0,1
198,93,*,1996,*,*,*,*,2017,20,80.0,77.0,2722.0,9.8,4.2,5.8,6.8,48.0,202.0,247.0,1725.0,1,1
206,97,*,1989,*,*,*,*,2011,21,19.0,3.0,118.0,20.0,15.6,11.8,15.7,12.0,17.0,29.0,60.0,0,2
206,97,*,1989,*,*,*,*,2012,22,25.0,13.0,395.0,7.0,9.5,14.8,7.3,25.0,28.0,50.0,101.0,1,1
206,97,*,1989,*,*,*,*,2013,23,22.0,1.0,197.0,2.3,6.2,15.5,12.1,9.0,31.0,41.0,67.0,2,2
190,87,*,1983,*,*,*,*,2010,26,61.0,62.0,2219.0,15.3,0.6,8.7,4.2,28.0,181.0,205.0,1079.0,5,1
190,87,*,1983,*,*,*,*,2011,27,71.0,68.0,2254.0,19.0,1.0,10.6,4.8,17.0,151.0,170.0,1079.0,6,1
190,87,*,1983,*,*,*,*,2012,28,61.0,65.0,1741.0,14.5,0.0,0.3,0.0,10.0,100.0,114.0,719.0,7,2
190,87,*,1983,*,*,*,*,2013,29,55.0,37.0,1421.0,14.4,2.4,8.6,3.4,13.0,109.0,118.0,577.0,8,2
190,87,*,1983,*,*,*,*,2014,30,33.0,0.0,821.0,14.0,0.0,11.2,5.1,8.0,80.0,86.0,315.0,9,2
190,87,*,1983,*,*,*,*,2015,31,74.0,3.0,1685.0,12.2,2.9,7.8,0.0,11.0,123.0,137.0,666.0,10,1
190,87,*,1983,*,*,*,*,2016,32,63.0,6.0,1280.0,12.1,2.4,4.1,0.0,25.0,116.0,140.0,488.0,11,3
190,87,*,1983,*,*,*,*,2017,33,67.0,0.0,1085.0,7.7,0.0,15.6,6.9,10.0,114.0,132.0,437.0,12,2
198,90,*,1992,*,*,*,*,2015,22,13.0,6.0,205.0,5.5,0.1,13.0,6.4,4.0,25.0,29.0,38.0,0,1
198,90,*,1992,*,*,*,*,2016,23,26.0,0.0,247.0,5.4,1.3,14.9,10.9,2.0,32.0,39.0,60.0,1,1
213,111,*,1989,*,*,*,*,2014,24,31.0,6.0,391.0,14.2,10.0,24.6,24.6,36.0,89.0,126.0,93.0,0,1
213,111,*,1989,*,*,*,*,2015,25,57.0,15.0,844.0,13.9,15.1,25.3,17.6,119.0,181.0,295.0,213.0,1,2
213,111,*,1989,*,*,*,*,2016,26,59.0,18.0,705.0,13.2,10.6,25.2,18.6,65.0,165.0,226.0,257.0,2,1
213,111,*,1989,*,*,*,*,2017,27,74.0,36.0,1333.0,21.7,11.5,22.9,16.9,126.0,369.0,494.0,386.0,3,2
211,139,*,1988,*,*,*,*,2011,22,2.0,1.0,8.0,-5.2,11.6,21.3,15.1,0.0,3.0,3.0,3.0,0,2
211,139,*,1988,*,*,*,*,2012,23,36.0,10.0,301.0,10.0,11.6,28.8,14.2,27.0,44.0,68.0,107.0,1,1
211,139,*,1988,*,*,*,*,2013,24,11.0,0.0,31.0,3.1,26.7,20.8,20.1,9.0,3.0,11.0,8.0,2,1
211,139,*,1988,*,*,*,*,2014,25,3.0,0.0,4.0,15.0,97.6,0.4,58.4,2.0,0.0,2.0,0.0,3,1
211,107,*,1996,*,*,*,*,2017,20,41.0,1.0,230.0,6.3,8.7,21.1,14.7,21.0,42.0,60.0,59.0,0,2
211,115,*,1997,*,*,*,*,2017,19,6.0,0.0,27.0,11.3,5.2,23.5,14.5,0.0,6.0,6.0,10.0,0,2
198,97,*,1984,*,*,*,*,2010,29,47.0,3.0,355.0,11.9,7.8,20.9,10.8,30.0,57.0,85.0,106.0,0,1
198,97,*,1984,*,*,*,*,2011,30,43.0,0.0,330.0,17.9,13.6,21.3,16.0,36.0,57.0,85.0,59.0,1,1
193,102,*,1991,*,*,*,*,2013,21,61.0,51.0,1757.0,16.8,0.0,4.6,5.6,22.0,129.0,149.0,886.0,0,2
193,102,*,1991,*,*,*,*,2014,22,69.0,27.0,2069.0,13.8,3.7,9.4,6.8,33.0,162.0,196.0,1115.0,1,2
193,102,*,1991,*,*,*,*,2015,23,83.0,23.0,2206.0,12.3,2.8,8.2,10.8,40.0,152.0,192.0,951.0,2,1
193,102,*,1991,*,*,*,*,2016,24,77.0,16.0,2155.0,8.2,2.5,7.2,6.3,36.0,163.0,206.0,761.0,3,1
193,102,*,1991,*,*,*,*,2017,25,47.0,45.0,1378.0,11.1,4.7,17.6,10.2,13.0,144.0,153.0,726.0,4,3
196,92,*,1986,*,*,*,*,2014,27,29.0,0.0,196.0,8.2,9.7,13.0,11.6,13.0,22.0,34.0,69.0,0,1
213,111,*,1978,*,*,*,*,2010,31,84.0,80.0,3035.0,28.2,2.8,21.2,11.3,76.0,540.0,622.0,2028.0,11,1
213,111,*,1978,*,*,*,*,2011,32,76.0,72.0,2500.0,23.3,0.6,20.7,10.9,48.0,461.0,513.0,1686.0,12,1
213,111,*,1978,*,*,*,*,2012,33,60.0,64.0,2077.0,19.9,2.6,23.9,7.6,43.0,369.0,415.0,1346.0,13,2
213,111,*,1978,*,*,*,*,2013,34,56.0,49.0,1661.0,18.7,2.8,19.7,12.0,40.0,326.0,362.0,917.0,14,2
213,111,*,1978,*,*,*,*,2014,35,81.0,81.0,2624.0,23.8,0.0,17.1,13.0,40.0,459.0,497.0,1737.0,15,1
213,111,*,1978,*,*,*,*,2015,36,75.0,78.0,2280.0,19.4,0.9,22.5,7.7,48.0,417.0,455.0,1330.0,16,2
213,111,*,1978,*,*,*,*,2016,37,74.0,77.0,2364.0,17.6,3.0,16.6,21.9,52.0,438.0,489.0,1377.0,17,2
213,111,*,1978,*,*,*,*,2017,38,51.0,55.0,1426.0,16.0,2.1,26.4,14.3,26.0,325.0,356.0,776.0,18,3
211,108,*,1996,*,*,*,*,2017,20,80.0,64.0,1631.0,17.5,0.0,19.3,6.7,43.0,241.0,288.0,478.0,0,1
206,99,*,1985,*,*,*,*,2010,24,52.0,2.0,306.0,4.1,3.8,21.8,15.6,20.0,60.0,84.0,39.0,2,1
206,99,*,1985,*,*,*,*,2011,25,57.0,14.0,754.0,9.2,10.0,22.4,15.1,60.0,135.0,200.0,170.0,3,1
206,99,*,1985,*,*,*,*,2012,26,65.0,7.0,1126.0,10.0,1.7,20.2,11.0,72.0,174.0,248.0,224.0,4,2
206,99,*,1985,*,*,*,*,2013,27,24.0,9.0,386.0,9.9,6.8,17.4,11.6,20.0,54.0,77.0,51.0,5,1
190,92,*,1988,*,*,*,*,2012,24,34.0,14.0,669.0,8.0,5.6,7.7,6.0,18.0,55.0,67.0,183.0,0,1
190,92,*,1988,*,*,*,*,2013,25,22.0,0.0,263.0,12.4,0.0,10.1,6.8,4.0,25.0,27.0,84.0,1,1
190,92,*,1988,*,*,*,*,2014,26,44.0,1.0,392.0,8.9,3.4,17.6,9.1,7.0,39.0,44.0,108.0,2,1
190,92,*,1988,*,*,*,*,2015,27,50.0,17.0,1113.0,9.2,0.0,15.8,5.5,12.0,128.0,147.0,393.0,3,1
190,92,*,1988,*,*,*,*,2016,28,61.0,35.0,1318.0,14.1,1.4,12.9,11.3,13.0,156.0,173.0,424.0,4,1
213,100,*,1990,*,*,*,*,2013,22,46.0,16.0,541.0,19.8,4.9,12.0,10.5,36.0,59.0,93.0,248.0,0,1
213,100,*,1990,*,*,*,*,2014,23,69.0,5.0,952.0,11.9,8.7,19.1,13.2,59.0,164.0,222.0,342.0,1,1
213,100,*,1990,*,*,*,*,2015,24,71.0,62.0,2039.0,12.1,7.4,16.0,6.8,137.0,286.0,429.0,855.0,2,3
213,100,*,1990,*,*,*,*,2016,25,36.0,22.0,552.0,16.6,7.4,16.7,11.4,34.0,73.0,111.0,228.0,3,2
213,100,*,1990,*,*,*,*,2017,26,38.0,0.0,479.0,9.6,9.5,17.9,7.8,26.0,78.0,101.0,149.0,4,1
211,102,*,1988,*,*,*,*,2010,21,76.0,50.0,1630.0,11.7,2.5,15.6,9.0,53.0,178.0,235.0,649.0,1,1
211,102,*,1988,*,*,*,*,2011,22,69.0,19.0,1128.0,9.7,4.5,8.3,9.3,45.0,95.0,152.0,413.0,2,1
211,102,*,1988,*,*,*,*,2012,23,53.0,8.0,776.0,12.2,4.4,18.8,8.9,19.0,114.0,132.0,287.0,3,2
206,92,*,1985,*,*,*,*,2010,24,77.0,2.0,1496.0,14.5,8.2,14.2,13.5,51.0,185.0,236.0,511.0,5,1
206,92,*,1985,*,*,*,*,2011,25,86.0,80.0,3143.0,12.9,1.1,8.4,11.4,86.0,342.0,433.0,1343.0,6,1
206,92,*,1985,*,*,*,*,2012,26,61.0,63.0,1649.0,15.2,3.1,15.9,7.3,60.0,209.0,277.0,631.0,7,2
206,92,*,1985,*,*,*,*,2013,27,76.0,11.0,1785.0,16.5,4.9,17.4,11.1,42.0,259.0,301.0,726.0,8,2
206,92,*,1985,*,*,*,*,2014,28,68.0,14.0,982.0,11.7,4.7,22.2,10.8,28.0,163.0,190.0,341.0,9,1
206,92,*,1985,*,*,*,*,2015,29,55.0,0.0,594.0,12.2,2.3,18.0,12.6,15.0,96.0,109.0,220.0,10,3
203,99,*,1993,*,*,*,*,2017,23,79.0,32.0,1643.0,9.5,9.3,15.2,9.6,50.0,167.0,216.0,349.0,0,1
193,95,*,1991,*,*,*,*,2013,21,23.0,1.0,280.0,3.1,0.3,4.3,1.6,5.0,18.0,23.0,76.0,0,2
193,95,*,1991,*,*,*,*,2014,22,55.0,0.0,700.0,5.2,3.2,12.4,6.5,12.0,41.0,49.0,190.0,1,2
203,102,*,1992,*,*,*,*,2015,23,35.0,0.0,321.0,7.4,5.3,15.1,6.3,6.0,36.0,44.0,108.0,0,2
203,102,*,1992,*,*,*,*,2016,24,84.0,4.0,1860.0,6.8,1.3,11.0,8.6,38.0,154.0,194.0,761.0,1,2
203,102,*,1992,*,*,*,*,2017,25,43.0,2.0,1079.0,10.4,0.0,14.5,5.0,16.0,118.0,129.0,443.0,2,2
216,102,*,1997,*,*,*,*,2017,19,46.0,1.0,577.0,6.4,0.0,14.3,9.4,19.0,81.0,105.0,141.0,0,1
201,104,*,1990,*,*,*,*,2013,22,84.0,4.0,1061.0,7.5,15.0,13.7,12.8,64.0,205.0,255.0,227.0,0,2
201,104,*,1990,*,*,*,*,2014,23,82.0,13.0,1800.0,11.6,0.0,18.0,14.2,88.0,325.0,406.0,509.0,1,1
201,104,*,1990,*,*,*,*,2015,24,81.0,87.0,2491.0,21.7,3.0,24.4,14.1,117.0,533.0,653.0,921.0,2,1
201,104,*,1990,*,*,*,*,2016,25,83.0,79.0,2809.0,27.9,5.7,22.5,17.7,133.0,638.0,769.0,1131.0,3,2
201,104,*,1990,*,*,*,*,2017,26,76.0,76.0,2472.0,13.8,4.6,15.0,9.3,100.0,499.0,597.0,777.0,4,2
208,113,*,1981,*,*,*,*,2010,28,69.0,34.0,1755.0,18.6,13.9,20.2,18.5,207.0,333.0,541.0,767.0,7,1
208,113,*,1981,*,*,*,*,2011,29,34.0,22.0,860.0,16.0,9.2,23.4,15.0,74.0,167.0,235.0,397.0,8,3
208,113,*,1981,*,*,*,*,2012,30,61.0,40.0,1471.0,20.1,9.3,17.5,15.5,129.0,234.0,364.0,762.0,9,2
208,113,*,1981,*,*,*,*,2013,31,14.0,0.0,150.0,6.3,10.1,16.2,6.2,16.0,17.0,25.0,50.0,10,1
208,113,*,1981,*,*,*,*,2014,32,26.0,1.0,394.0,16.9,7.2,25.3,17.9,35.0,77.0,113.0,182.0,11,1
208,113,*,1981,*,*,*,*,2015,33,54.0,11.0,861.0,13.7,0.0,21.4,15.1,70.0,150.0,220.0,279.0,12,1
208,113,*,1981,*,*,*,*,2016,34,27.0,0.0,305.0,7.1,7.6,20.4,18.4,27.0,53.0,87.0,82.0,13,2
206,111,*,1990,*,*,*,*,2015,24,10.0,0.0,69.0,6.9,16.3,17.1,13.5,6.0,12.0,17.0,18.0,0,1
206,99,*,1991,*,*,*,*,2016,24,3.0,0.0,24.0,0.1,11.0,9.0,7.0,3.0,0.0,1.0,7.0,0,2
190,86,*,1989,*,*,*,*,2014,24,13.0,0.0,148.0,9.6,2.7,17.3,7.5,3.0,20.0,19.0,50.0,0,1
190,86,*,1989,*,*,*,*,2015,25,4.0,3.0,123.0,14.0,3.5,10.5,5.3,3.0,13.0,14.0,53.0,1,1
211,120,*,1985,*,*,*,*,2010,24,76.0,81.0,2839.0,24.2,9.3,31.5,20.0,284.0,799.0,1080.0,1506.0,5,1
211,120,*,1985,*,*,*,*,2011,25,78.0,82.0,2939.0,30.1,11.0,25.2,19.6,308.0,786.0,1099.0,1784.0,6,2
211,120,*,1985,*,*,*,*,2012,26,55.0,51.0,2073.0,24.5,9.1,35.0,22.1,200.0,585.0,787.0,1116.0,7,3
211,120,*,1985,*,*,*,*,2013,27,73.0,76.0,2720.0,20.3,10.8,26.1,19.0,256.0,694.0,944.0,1293.0,8,2
211,120,*,1985,*,*,*,*,2014,28,71.0,71.0,2394.0,20.7,12.9,28.5,20.7,229.0,636.0,866.0,1294.0,9,3
211,120,*,1985,*,*,*,*,2015,29,40.0,39.0,1224.0,17.5,6.5,28.4,19.2,108.0,323.0,431.0,646.0,10,2
211,120,*,1985,*,*,*,*,2016,30,72.0,69.0,2277.0,21.1,12.1,29.2,23.7,238.0,601.0,834.0,983.0,11,2
211,120,*,1985,*,*,*,*,2017,31,72.0,70.0,2195.0,21.6,15.2,28.4,23.2,295.0,648.0,942.0,1000.0,12,2
211,108,*,1991,*,*,*,*,2015,23,29.0,0.0,239.0,16.5,6.7,13.8,13.5,20.0,31.0,53.0,94.0,0,1
211,108,*,1991,*,*,*,*,2016,24,71.0,4.0,992.0,13.7,7.8,21.5,15.1,86.0,188.0,273.0,401.0,1,2
211,108,*,1991,*,*,*,*,2017,25,73.0,3.0,1333.0,17.6,5.9,17.1,14.0,94.0,219.0,313.0,516.0,2,1
193,99,*,1982,*,*,*,*,2010,28,77.0,76.0,2790.0,31.5,10.0,9.7,9.0,109.0,265.0,374.0,2046.0,6,1
193,99,*,1982,*,*,*,*,2011,29,76.0,77.0,2822.0,27.5,6.3,13.6,11.1,124.0,359.0,483.0,1939.0,7,2
193,99,*,1982,*,*,*,*,2012,30,50.0,50.0,1627.0,25.7,5.8,12.0,8.8,75.0,162.0,237.0,1078.0,8,2
193,99,*,1982,*,*,*,*,2013,31,68.0,67.0,2391.0,18.4,4.8,13.9,8.6,85.0,258.0,341.0,1463.0,9,2
193,99,*,1982,*,*,*,*,2014,32,55.0,52.0,1777.0,23.1,4.8,7.8,9.8,62.0,181.0,242.0,1025.0,10,2
193,99,*,1982,*,*,*,*,2015,33,62.0,61.0,1972.0,22.8,2.6,8.3,7.3,62.0,168.0,219.0,1331.0,11,2
193,99,*,1982,*,*,*,*,2016,34,76.0,72.0,2254.0,20.6,1.5,10.5,14.2,81.0,227.0,304.0,1410.0,12,2
193,99,*,1982,*,*,*,*,2017,35,65.0,60.0,1790.0,18.8,2.5,12.2,7.9,64.0,206.0,269.0,1096.0,13,2
208,102,*,1986,*,*,*,*,2012,22,38.0,0.0,334.0,6.6,1.2,11.4,6.0,5.0,27.0,30.0,111.0,0,1
208,102,*,1986,*,*,*,*,2013,23,70.0,24.0,1682.0,2.0,0.0,8.2,6.1,46.0,122.0,167.0,588.0,1,2
208,102,*,1986,*,*,*,*,2014,24,78.0,4.0,1505.0,11.5,0.5,5.1,5.9,33.0,108.0,138.0,499.0,2,1
208,102,*,1986,*,*,*,*,2015,25,58.0,0.0,505.0,12.1,3.6,5.3,5.0,13.0,34.0,45.0,148.0,3,1
208,102,*,1986,*,*,*,*,2016,26,59.0,19.0,1262.0,15.3,0.2,10.6,6.9,19.0,114.0,134.0,445.0,4,3
208,102,*,1986,*,*,*,*,2017,27,75.0,22.0,1819.0,13.1,0.6,10.7,4.7,34.0,119.0,151.0,697.0,5,3
213,113,*,1981,*,*,*,*,2010,28,5.0,6.0,232.0,14.9,13.8,16.4,17.0,26.0,44.0,78.0,81.0,4,1
213,113,*,1981,*,*,*,*,2011,29,20.0,1.0,306.0,3.6,13.0,16.0,15.1,26.0,44.0,77.0,80.0,5,1
213,113,*,1981,*,*,*,*,2012,30,4.0,0.0,13.0,8.3,6.5,0.0,5.9,0.0,2.0,0.0,4.0,6,1
213,113,*,1981,*,*,*,*,2013,31,10.0,0.0,160.0,14.2,17.2,32.8,21.9,22.0,42.0,60.0,38.0,7,1
213,113,*,1981,*,*,*,*,2015,33,16.0,1.0,144.0,2.4,10.7,12.8,14.9,14.0,15.0,27.0,33.0,9,1
208,102,*,1988,*,*,*,*,2010,22,51.0,0.0,391.0,4.6,6.2,13.8,7.4,16.0,43.0,61.0,134.0,0,1
208,102,*,1988,*,*,*,*,2011,23,43.0,1.0,461.0,11.4,7.4,19.8,13.9,36.0,63.0,100.0,159.0,1,1
208,102,*,1988,*,*,*,*,2012,24,45.0,0.0,558.0,10.8,9.6,17.7,12.9,34.0,88.0,123.0,124.0,2,2
208,102,*,1988,*,*,*,*,2013,25,57.0,38.0,1360.0,13.8,1.0,18.7,13.0,84.0,244.0,324.0,429.0,3,2
208,102,*,1988,*,*,*,*,2014,26,54.0,16.0,777.0,8.2,1.8,16.0,11.2,21.0,121.0,143.0,257.0,4,1
208,102,*,1988,*,*,*,*,2015,27,15.0,1.0,89.0,7.7,3.8,29.2,14.0,0.0,25.0,24.0,24.0,5,1
185,88,*,1979,*,*,*,*,2010,30,80.0,51.0,2323.0,3.2,0.0,8.5,8.7,56.0,184.0,243.0,621.0,8,1
185,88,*,1979,*,*,*,*,2011,31,76.0,10.0,1567.0,10.7,3.5,11.4,5.2,52.0,138.0,182.0,344.0,9,1
